Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
6,Oil and Products Terminal,19.2,19.7,LPG Tanker,LPG CARRIERS,257.0,12.6,2014,LEIXOES,Malta,4292 tons,4996 tons,99 m,17 m
3,Oil and Products Terminal,26.0,26.4,Oil/Chemical Tanker,WET BULK,989.0,10.9,2007,LEIXOES,Italy,13472 tons,19991 tons,149 m,23 m
3,Oil and Products Terminal,0.5,38.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,9.6,9.8,Oil Products Tanker,WET BULK,4.0,4.9,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
2,Oil and Products Terminal,0.9,38.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.4,0.5,Tug,SUPPORTING VESSELS,3.0,5.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,36.8,37.0,Container Ship,CONTAINER SHIPS,1015.0,12.5,2015,LE HAVRE,Liberia,94416 tons,111884 tons,299 m,48 m
Container,Container Terminal XXI,0.5,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.5,0.6,Tug,SUPPORTING VESSELS,3.0,8.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.7,38.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.7,38.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,23.3,23.7,Oil/Chemical Tanker,WET BULK,197.0,11.5,2009,HUELVA,United Kingdom (UK),11233 tons,16716 tons,145 m,23 m
7,Oil and Products Terminal,8.4,8.9,Oil Products Tanker,WET BULK,4.0,7.1,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.2,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.5,0.9,Tug,SUPPORTING VESSELS,3.0,5.9,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,29.6,30.0,Container Ship,CONTAINER SHIPS,1275.0,15.7,2007,SALERNO,Panama,50963 tons,63427 tons,274 m,32 m
Container,Container Terminal XXI,5.2,5.4,Tug,SUPPORTING VESSELS,4.0,5.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,5.4,5.8,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.8,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.7,38.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,26.0,26.9,LNG Tanker,LNG CARRIERS,2567.0,14.4,2005,BOFFA,Bermuda,97561 tons,83068 tons,285 m,43 m
Sines LNG,REN Atlantico Terminal LNG,0.7,38.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,7.7,7.9,Container Ship,CONTAINER SHIPS,687.0,13.6,2007,TENERIFE,Cyprus,9962 tons,11433 tons,134 m,22 m
Container,Container Terminal XXI,0.9,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,33.0,33.2,Container Ship,CONTAINER SHIPS,1265.0,8.6,2005,NAPOLI,Portugal,54758 tons,68168 tons,294 m,32 m
Container,Container Terminal XXI,9.5,9.7,Tug,SUPPORTING VESSELS,3.0,5.7,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.6,8.1,Tug,SUPPORTING VESSELS,3.0,9.7,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.7,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,28.3,28.6,Oil Products Tanker,WET BULK,4.0,5.9,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
7,Oil and Products Terminal,19.9,20.4,Oil/Chemical Tanker,WET BULK,3.0,5.6,2010,LISBOA,Liberia,5581 tons,7304 tons,101 m,19 m
6,Oil and Products Terminal,0.4,2.3,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.2,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,46.0,46.4,Oil/Chemical Tanker,WET BULK,281.0,10.3,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
3,Oil and Products Terminal,1.9,2.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.2,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,0.5,16.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,6.0,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,33.8,34.1,Container Ship,CONTAINER SHIPS,685.0,11.1,1992,BILBAO,Panama,30567 tons,31160 tons,202 m,31 m
Container,Container Terminal XXI,0.8,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.3,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,23.3,23.7,Container Ship,CONTAINER SHIPS,1184.0,17.1,2005,ANTWERP,Liberia,54771 tons,66799 tons,294 m,32 m
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,0.7,36.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,9.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,0.8,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1A,Multi Purpose Terminal,21.0,37.7,Oil Products Tanker,WET BULK,40.0,10.1,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
3,Multi Purpose Terminal,93.0,93.5,Livestock Carrier,OTHER MARKETS,2265.0,11.0,2013,HAIFA,Singapore,10421 tons,5488 tons,134 m,19 m
Container,Container Terminal XXI,11.0,11.4,Oil/Chemical Tanker,WET BULK,4.0,4.7,2010,LISBOA,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,17.6,17.9,Container Ship,CONTAINER SHIPS,667.0,10.8,2004,VALENCIA,Liberia,53453 tons,66597 tons,294 m,32 m
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,5.0,6.6,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.4,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.5,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
7,Oil and Products Terminal,15.9,37.7,Oil Products Tanker,WET BULK,40.0,10.1,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
5,Oil and Products Terminal,41.7,42.1,LPG Tanker,LPG CARRIERS,970.0,12.6,2010,LAVERA,Singapore,5296 tons,6022 tons,117 m,18 m
6,Oil and Products Terminal,20.1,20.5,LPG Tanker,LPG CARRIERS,256.0,12.2,2014,LEIXOES,Malta,4292 tons,4996 tons,99 m,17 m
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.8,1.4,Tug,SUPPORTING VESSELS,3.0,5.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.6,0.7,Tug,SUPPORTING VESSELS,3.0,8.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
7,Oil and Products Terminal,3.7,26.7,Oil Products Tanker,WET BULK,116.0,9.6,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
4,Oil and Products Terminal,0.5,39.3,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.6,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,52.0,52.3,Oil/Chemical Tanker,WET BULK,2957.0,12.5,2011,NEW HAVEN,Marshall Islands,29694 tons,51406 tons,183 m,32 m
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,5.0,5.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,5.8,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,21.9,22.2,Container Ship,CONTAINER SHIPS,9529.0,15.3,2006,COLOMBO,Portugal,90449 tons,100902 tons,333 m,42 m
Container,Container Terminal XXI,10.0,10.3,Container Ship,CONTAINER SHIPS,80.0,9.8,2005,SETUBAL,Cyprus,11662 tons,13716 tons,149 m,22 m
2,Oil and Products Terminal,1.7,2.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.1,14.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.6,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,42.7,43.0,Crude Oil Tanker,WET BULK,551.0,10.5,2012,ARZEW,Marshall Islands,81341 tons,158465 tons,274 m,48 m
Container,Container Terminal XXI,0.4,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,0.6,24.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,7.4,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
10,Petrochemical Terminal,32.7,33.0,LPG Tanker,LPG CARRIERS,769.0,11.4,2011,TARRAGONA,Liberia,7313 tons,9305 tons,128 m,18 m
Container,Container Terminal XXI,4.6,4.9,Oil/Chemical Tanker,WET BULK,4.0,6.2,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,7.6,7.9,Container Ship,CONTAINER SHIPS,510.0,9.0,2001,AGADIR,Cyprus,9981 tons,11257 tons,134 m,22 m
Container,Container Terminal XXI,5.1,5.3,Tug,SUPPORTING VESSELS,2.0,6.6,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.7,1.0,Tug,SUPPORTING VESSELS,3.0,10.4,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
7,Oil and Products Terminal,8.4,9.1,Oil/Chemical Tanker,WET BULK,69.0,9.5,2010,LISBOA,Liberia,5581 tons,7304 tons,101 m,19 m
1A,Multi Purpose Terminal,22.2,26.7,Oil Products Tanker,WET BULK,116.0,9.6,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
3,Oil and Products Terminal,42.9,43.3,Oil/Chemical Tanker,WET BULK,539.0,12.8,2018,CARTAGENA,Panama,11773 tons,19803 tons,145 m,23 m
6,Oil and Products Terminal,21.3,21.7,LPG Tanker,LPG CARRIERS,1225.0,10.2,2009,ANTWERP,Belgium,3493 tons,4000 tons,97 m,16 m
Container,Container Terminal XXI,0.3,0.5,Tug,SUPPORTING VESSELS,2.0,5.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,44.3,44.4,Container Ship,CONTAINER SHIPS,1237.0,10.4,2015,ANTWERP,Panama,94469 tons,110699 tons,299 m,48 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,1.1,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,1.0,1.4,Tug,SUPPORTING VESSELS,5.0,6.6,1991,SINES ANCH,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,31.8,32.0,Container Ship,CONTAINER SHIPS,682.0,15.3,2015,VALENCIA,Portugal,95514 tons,110628 tons,299 m,48 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.2,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.2,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
3,Multi Purpose Terminal,0.5,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Multi Purpose Terminal,0.6,6.6,Tug,SUPPORTING VESSELS,3.0,12.0,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
5,Oil and Products Terminal,0.4,3.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,42.0,42.3,LPG Tanker,LPG CARRIERS,3454.0,12.6,2007,MARCUS HOOK,Panama,25937 tons,29565 tons,180 m,29 m
2,Oil and Products Terminal,0.8,5.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.9,1.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,0.2,0.5,Tug,SUPPORTING VESSELS,7.0,8.2,1991,SINES ANCH,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,45.8,46.1,Container Ship,CONTAINER SHIPS,673.0,10.8,2008,VALENCIA,Portugal,40807 tons,55301 tons,260 m,32 m
Container,Container Terminal XXI,0.6,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,0.7,18.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,1.1,19.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
7,Oil and Products Terminal,40.7,41.1,LPG Tanker,LPG CARRIERS,246.0,11.2,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
Container,Container Terminal XXI,0.3,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.4,0.5,Tug,SUPPORTING VESSELS,3.0,5.4,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,19.7,19.9,Container Ship,CONTAINER SHIPS,1923.0,18.6,2005,NEMRUT,China,54271 tons,67529 tons,294 m,32 m
6,Oil and Products Terminal,15.3,15.7,Oil Products Tanker,WET BULK,61.0,10.7,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.8,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.8,1.0,Tug,SUPPORTING VESSELS,3.0,11.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,16.8,17.1,Container Ship,CONTAINER SHIPS,1265.0,18.0,2000,NAPOLI,Liberia,53208 tons,67795 tons,294 m,32 m
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,4.0,7.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.0,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,27.0,27.4,Container Ship,CONTAINER SHIPS,1060.0,10.2,2014,LE HAVRE,Denmark,94784 tons,112171 tons,299 m,48 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,5.7,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,67.6,68.0,Oil Products Tanker,WET BULK,787.0,13.0,2010,TARRAGONA,Malta,28465 tons,49997 tons,182 m,32 m
3,Oil and Products Terminal,0.4,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.8,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,45.2,45.6,Oil/Chemical Tanker,WET BULK,323.0,6.6,2008,BARREIRO,Italy,17644 tons,25997 tons,169 m,25 m
Container,Container Terminal XXI,0.6,0.8,Tug,SUPPORTING VESSELS,3.0,11.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,1.7,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
7,Oil and Products Terminal,17.0,17.4,LPG Tanker,LPG CARRIERS,70.0,11.6,2014,TRAFARIA,Malta,4292 tons,4996 tons,99 m,17 m
Container,Container Terminal XXI,0.5,0.6,Tug,SUPPORTING VESSELS,3.0,5.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,22.1,22.3,Container Ship,CONTAINER SHIPS,1270.0,11.2,2002,SALERNO,Hong Kong,53453 tons,66685 tons,294 m,32 m
Container,Container Terminal XXI,0.4,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,1.1,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,1.0,1.2,Tug,SUPPORTING VESSELS,3.0,10.9,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
6,Oil and Products Terminal,17.2,17.6,LPG Tanker,LPG CARRIERS,685.0,8.7,2004,PUERTO DE SALINETAS,Portugal,2708 tons,3090 tons,74 m,14 m
3,Oil and Products Terminal,0.4,16.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,15.8,16.1,Oil/Chemical Tanker,WET BULK,17.0,5.2,2007,SINES,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,4.0,8.0,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,18.8,19.2,Container Ship,CONTAINER SHIPS,787.0,9.4,2015,VALENCIA,Panama,95403 tons,109581 tons,300 m,48 m
2,Oil and Products Terminal,1.3,8.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,2.3,22.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.5,2.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.5,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,42.4,43.1,Crude Oil Tanker,WET BULK,3605.0,12.5,2011,QUA IBOE TERMINAL,Greece,161273 tons,320780 tons,331 m,59 m
Container,Container Terminal XXI,0.9,1.0,Tug,SUPPORTING VESSELS,3.0,11.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
4,Oil and Products Terminal,24.4,24.7,Oil/Chemical Tanker,WET BULK,776.0,13.3,2010,TARRAGONA,Portugal,23313 tons,37817 tons,184 m,27 m
5,Oil and Products Terminal,46.8,47.0,Oil/Chemical Tanker,WET BULK,5.0,7.1,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
3,Multi Purpose Terminal,0.4,7.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
3,Multi Purpose Terminal,55.7,56.3,General Cargo,DRY BREAKBULK,1553.0,9.3,2017,EMDEN,Hong Kong,22362 tons,31776 tons,166 m,27 m
2,Multi Purpose Terminal,0.4,8.8,Tug,SUPPORTING VESSELS,5.0,7.4,1991,SINES ANCH,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,21.2,21.4,Container Ship,CONTAINER SHIPS,1264.0,12.9,2002,NAPOLI,Liberia,53453 tons,66686 tons,294 m,32 m
Container,Container Terminal XXI,1.9,2.2,Tug,SUPPORTING VESSELS,4.0,6.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,35.1,35.4,Container Ship,CONTAINER SHIPS,309.0,10.8,1999,VIGO,Marshall Islands,16177 tons,23026 tons,184 m,25 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,3.0,3.2,Tug,SUPPORTING VESSELS,2.0,5.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.5,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.6,1.0,Tug,SUPPORTING VESSELS,3.0,5.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,17.8,18.0,Container Ship,CONTAINER SHIPS,1185.0,14.7,2018,ANTWERP,Portugal,113112 tons,134007 tons,330 m,48 m
Container,Container Terminal XXI,0.6,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.8,1.1,Tug,SUPPORTING VESSELS,3.0,11.0,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.2,0.6,Tug,SUPPORTING VESSELS,4.0,6.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.3,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,9.3,9.6,Container Ship,CONTAINER SHIPS,1445.0,11.2,2004,ANTWERP,Panama,54774 tons,66786 tons,294 m,32 m
Container,Container Terminal XXI,1.1,1.3,Tug,SUPPORTING VESSELS,3.0,10.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,1.3,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
6,Oil and Products Terminal,14.7,15.1,Oil Products Tanker,WET BULK,43.0,10.3,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
7,Oil and Products Terminal,22.7,23.2,LPG Tanker,LPG CARRIERS,239.0,9.0,2010,LEIXOES,Malta,3430 tons,3804 tons,88 m,15 m
Container,Container Terminal XXI,179.1,179.3,General Cargo,DRY BREAKBULK,10415.0,13.7,2012,JEBEL ALI,Portugal,15549 tons,19359 tons,166 m,23 m
Sines LNG,REN Atlantico Terminal LNG,0.6,29.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.6,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,0.6,29.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.6,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,28.2,28.6,LPG Tanker,LPG CARRIERS,975.0,14.5,2003,LAVERA,Norway,35012 tons,44822 tons,204 m,32 m
1B,Multi Purpose Terminal,84.9,85.3,General Cargo,DRY BREAKBULK,3453.0,9.9,1992,HAIFA,Sierra Leone,2575 tons,3092 tons,86 m,14 m
1A,Multi Purpose Terminal,3.9,42.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,6.1,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,19.6,20.0,Container Ship,CONTAINER SHIPS,669.0,12.0,2012,VALENCIA,Hong Kong,141635 tons,148549 tons,366 m,48 m
Container,Container Terminal XXI,6.3,6.6,Tug,SUPPORTING VESSELS,4.0,5.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.9,Tug,SUPPORTING VESSELS,3.0,10.3,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,8.8,42.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
