"Dock Timestamp","Undock Timestamp","Vessel Name","Berth Name","Terminal Name","Current Port","Current Port Ata","Destination Port","Load Condition At Arrival","Current Port Atd","Load Condition At Departure","Time At Berth","Time At Port","Vessel Type - Generic","Capacity - Dwt","Capacity - Gt",Built,"Current Port Unlocode","Port Operation",Mmsi,Imo,"Current Port Country","Draught At Arrival","Origin Port Unlocode","Origin Port Country","Commercial Market","Commercial Size Class","Capacity - Teu","Capacity - Liquid Gas","Voyage Distance Travelled","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port","Voyage Time Underway","Draught At Departure"
"2024-02-18 18:03:00","2024-02-18 18:19:00",GOLIAS,7,"Oil and Products Terminal",SINES,"2024-02-18 17:40:00",,N/A,"2024-02-19 18:35:00",N/A,0.3,24.9,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,1,4.4,4.4,0.0,"2024-02-18 17:33:00",SINES,0.1,0.0
"2024-02-18 18:03:00","2024-02-20 14:12:00",ALULAR,7,"Oil and Products Terminal",SINES,"2024-02-18 17:40:00",FAWLEY,Laden,"2024-02-20 14:22:00","Partially Laden",44.2,44.7,"LPG Tanker",4986,5036,2012,PTSIE,DISCHARGE,566660000,9578012,PT,7.0,NOKAR,NO,"LPG CARRIERS",SGC,,4910,1615,11.9,16.4,7.7,"2024-02-12 21:13:00",KAARSTO,140.5,5.6
"2024-02-18 17:04:00","2024-02-18 17:20:00","SIMENTA DE CARVALHO",7,"Oil and Products Terminal",SINES,"2024-02-18 13:05:00",SINES,N/A,"2024-02-18 17:25:00",N/A,0.3,4.3,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,13.2,15.8,0.0,"2024-02-18 12:54:00",SINES,0.2,0.0
"2024-02-18 16:54:00","2024-02-18 17:15:00","CTE CELSO MADEIRA",Container,"Container Terminal XXI",SINES,"2024-02-18 06:11:00",SINES,N/A,"2024-02-18 17:17:00",N/A,0.4,11.1,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,7,12.4,18.8,0.0,"2024-02-18 05:42:00",SINES,0.5,0.0
"2024-02-18 13:31:00","2024-02-18 14:07:00",GOLIAS,4,"Oil and Products Terminal",SINES,"2024-02-18 13:16:00",SINES,N/A,"2024-02-18 17:33:00",N/A,0.6,4.3,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,2,5.3,6.2,0.0,"2024-02-18 13:01:00",SINES,0.3,0.0
"2024-02-18 13:31:00","2024-02-20 01:17:00","HAFNIA ADAMITE",4,"Oil and Products Terminal",SINES,"2024-02-18 13:17:00",,"In ballast","2024-02-20 10:44:00",Laden,35.8,45.5,"Oil/Chemical Tanker",38506,23676,2015,PTSIE,LOAD,538005782,9727546,PT,7.3,ITGEA,IT,"WET BULK",HANDYSIZE,,,1479,11.6,15.1,135.4,"2024-02-07 17:47:00",GELA,259.5,10.6
"2024-02-18 13:31:00","2024-02-18 13:58:00","CASTELO DE SAO JORGE",4,"Oil and Products Terminal",SINES,"2024-02-18 13:17:00",,N/A,"2024-02-18 22:27:00",N/A,0.5,9.2,"Fire Fighting Vessel",162,386,2005,PTSIE,NA,263625000,9319179,PT,6.5,,PT,"SUPPORTING VESSELS",,,,4,5.2,7.0,0.0,"2024-02-18 13:16:00","SINES ANCH",0.0,6.5
"2024-02-18 12:30:00","2024-02-18 12:54:00",GOLIAS,4,"Oil and Products Terminal",SINES,"2024-02-17 18:05:00",SINES,N/A,"2024-02-18 13:01:00",N/A,0.4,18.9,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,3,7.7,7.7,0.0,"2024-02-17 17:47:00",SINES,0.3,0.0
"2024-02-18 11:48:00","2024-02-18 12:52:00","SIMENTA DE CARVALHO",4,"Oil and Products Terminal",SINES,"2024-02-18 10:46:00",SINES,N/A,"2024-02-18 12:54:00",N/A,1.1,2.1,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,9.2,14.3,0.0,"2024-02-18 10:30:00",SINES,0.3,0.0
"2024-02-18 10:56:00","2024-02-18 11:38:00","SIMENTA DE CARVALHO",1B,"Multi Purpose Terminal",SINES,"2024-02-18 10:46:00",,N/A,"2024-02-18 12:54:00",N/A,0.7,2.1,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,9.2,14.3,0.0,"2024-02-18 10:30:00",SINES,0.3,0.0
"2024-02-18 10:04:00","2024-02-18 10:26:00","SIMENTA DE CARVALHO",6,"Oil and Products Terminal",SINES,"2024-02-18 09:01:00",SINES,N/A,"2024-02-18 10:30:00",N/A,0.4,1.5,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,2,11.1,11.1,0.0,"2024-02-18 08:57:00",SINES,0.1,0.0
"2024-02-18 09:21:00","2024-02-18 21:45:00",EXCELLO,3,"Oil and Products Terminal",SINES,"2024-02-18 09:05:00",LEIXOES,"Partially Laden","2024-02-18 21:50:00",Laden,12.4,12.8,"Oil/Chemical Tanker",19999,13798,2008,PTSIE,LOAD,266273000,9308558,PT,7.3,PTLEI,PT,"WET BULK",HANDYSIZE,,,6,5.7,11.2,25.9,"2024-02-08 23:19:00",LEIXOES,225.8,9.0
"2024-02-18 09:10:00","2024-02-18 09:52:00",GOLIAS,4,"Oil and Products Terminal",SINES,"2024-02-17 18:05:00",,N/A,"2024-02-18 13:01:00",N/A,0.7,18.9,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,3,7.7,7.7,0.0,"2024-02-17 17:47:00",SINES,0.3,0.0
"2024-02-18 09:04:00","2024-02-18 10:03:00","SIMENTA DE CARVALHO",2,"Oil and Products Terminal",SINES,"2024-02-18 09:01:00",,N/A,"2024-02-18 10:30:00",N/A,1.0,1.5,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,2,11.1,11.1,0.0,"2024-02-18 08:57:00",SINES,0.1,0.0
"2024-02-18 08:22:00","2024-02-18 08:56:00",GOLIAS,3,"Oil and Products Terminal",SINES,"2024-02-17 18:05:00",,N/A,"2024-02-18 13:01:00",N/A,0.6,18.9,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,3,7.7,7.7,0.0,"2024-02-17 17:47:00",SINES,0.3,0.0
"2024-02-18 08:15:00","2024-02-18 08:54:00","SIMENTA DE CARVALHO",3,"Oil and Products Terminal",SINES,"2024-02-17 23:46:00",SINES,N/A,"2024-02-18 08:57:00",N/A,0.7,9.2,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,2,9.8,12.1,0.0,"2024-02-17 23:37:00",SINES,0.2,0.0
"2024-02-18 06:56:00","2024-02-18 17:14:00","MED RIGEL",Container,"Container Terminal XXI",SINES,"2024-02-18 06:32:00",SINES,N/A,"2024-02-18 17:16:00",N/A,10.3,10.7,"Fire Fighting Vessel",413,428,2010,PTSIE,NA,255803340,9525443,PT,4.8,PTSIE,PT,"SUPPORTING VESSELS",,,,4,8.0,11.0,0.0,"2024-02-18 06:02:00",SINES,0.5,4.8
"2024-02-18 06:50:00","2024-02-19 04:37:00","MSC ALANYA",Container,"Container Terminal XXI",SINES,"2024-02-18 06:35:00",VALENCIA,Laden,"2024-02-19 04:39:00",Laden,21.8,22.1,"Container Ship",120218,113697,2021,PTSIE,DISCHARGE,636021123,9785483,PT,16.2,INMUN,IN,"CONTAINER SHIPS","NEW PANAMAX",11500,,9776,14.9,20.2,8.8,"2024-01-21 15:29:00",MUNDRA,663.1,14.4
"2024-02-18 06:49:00","2024-02-18 17:23:00","SVITZER SETUBAL",Container,"Container Terminal XXI",SINES,"2024-02-18 06:37:00",SINES,N/A,"2024-02-18 17:25:00",N/A,10.6,10.8,Tug,118,356,1991,PTSIE,NA,263602553,9008653,PT,4.6,PTSIE,PT,"SUPPORTING VESSELS",,,,1,4.3,4.3,0.2,"2024-02-18 06:16:00",SINES,0.4,4.6
"2024-02-18 05:46:00","2024-02-18 11:38:00",DILOS,1B,"Multi Purpose Terminal",SINES,"2024-02-17 00:45:00","RAS LANUF","Partially Laden","2024-02-18 11:47:00","In ballast",5.9,35.0,"LPG Tanker",15050,13794,2016,PTSIE,DISCHARGE,241409000,9711535,PT,7.8,USHOU,US,"LPG CARRIERS",SGC,,12000,5,5.0,6.5,3.3,"2024-02-01 12:54:00",HOUSTON,371.9,6.4
"2024-02-18 04:57:00","2024-02-18 05:40:00","CTE CELSO MADEIRA",Container,"Container Terminal XXI",SINES,"2024-02-18 04:48:00",SINES,N/A,"2024-02-18 05:42:00",N/A,0.7,0.9,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,15.7,17.2,0.0,"2024-02-18 04:38:00",SINES,0.2,0.0
"2024-02-18 04:45:00","2024-02-18 05:17:00","CASTELO DE SINES",Container,"Container Terminal XXI",SINES,"2024-02-18 04:07:00",SINES,N/A,"2024-02-18 05:20:00",N/A,0.5,1.2,"Fire Fighting Vessel",304,455,2009,PTSIE,NA,263624000,9503512,PT,5.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,8.1,9.0,0.0,"2024-02-18 03:49:00",SINES,0.3,5.0
"2024-02-18 04:27:00","2024-02-18 05:17:00","CASTELO DE SAO JORGE",Container,"Container Terminal XXI",SINES,"2024-02-18 04:09:00",SINES,N/A,"2024-02-18 05:19:00",N/A,0.8,1.2,"Fire Fighting Vessel",162,386,2005,PTSIE,NA,263625000,9319179,PT,6.5,PTSIE,PT,"SUPPORTING VESSELS",,,,3,7.3,7.5,0.0,"2024-02-18 03:46:00",SINES,0.4,6.5
"2024-02-18 04:10:00","2024-02-18 06:01:00","MED RIGEL",Container,"Container Terminal XXI",SINES,"2024-02-18 04:00:00",SINES,N/A,"2024-02-18 06:02:00",N/A,1.9,2.0,"Fire Fighting Vessel",413,428,2010,PTSIE,NA,255803340,9525443,PT,4.8,PTSIE,PT,"SUPPORTING VESSELS",,,,4,7.5,9.3,0.0,"2024-02-18 03:22:00",SINES,0.6,4.8
"2024-02-18 04:08:00","2024-02-18 17:13:00","MSC MARIANNA",Container,"Container Terminal XXI",SINES,"2024-02-18 04:05:00",FREEPORT,Laden,"2024-02-18 17:16:00",Laden,13.1,13.2,"Container Ship",85806,73819,2002,PTSIE,NONE,352335000,9226920,PT,13.1,ESALG,ES,"CONTAINER SHIPS","POST PANAMAX",6730,,300,7.0,14.0,29.4,"2024-02-15 01:33:00",ALGECIRAS,74.5,14.0
"2024-02-18 04:07:00","2024-02-18 06:13:00","SVITZER SETUBAL",Container,"Container Terminal XXI",SINES,"2024-02-18 03:59:00",SINES,N/A,"2024-02-18 06:16:00",N/A,2.1,2.3,Tug,118,356,1991,PTSIE,NA,263602553,9008653,PT,8.5,PTSIE,PT,"SUPPORTING VESSELS",,,,1,4.3,4.3,0.4,"2024-02-18 03:26:00",SINES,0.6,4.6
"2024-02-18 03:36:00","2024-02-18 04:28:00",MONFORTE,2,"Oil and Products Terminal",SINES,"2024-02-17 23:35:00",SINES,N/A,"2024-02-20 06:47:00",N/A,0.9,55.2,Tug,131,270,1995,PTSIE,NA,263601650,9071246,PT,5.4,PTLIS,PT,"SUPPORTING VESSELS",,,,63,8.9,10.9,0.0,"2024-02-17 16:37:00",LISBOA,7.0,5.4
"2024-02-18 02:14:00","2024-02-18 03:18:00","CTE CELSO MADEIRA",Container,"Container Terminal XXI",SINES,"2024-02-17 01:38:00",SINES,N/A,"2024-02-18 03:22:00",N/A,1.1,25.7,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,5,14.0,15.6,0.0,"2024-02-17 01:16:00",SINES,0.4,0.0
"2024-02-18 00:07:00","2024-02-18 17:18:00","GAS ALICE",7,"Oil and Products Terminal",SINES,"2024-02-17 23:48:00",SINES,"Partially Laden","2024-02-18 17:24:00",Laden,17.2,17.6,"LPG Tanker",3147,2997,2006,PTSIE,LOAD,209137000,9355290,PT,4.9,PTLEI,PT,"LPG CARRIERS",SGC,,3441,248,11.3,12.7,36.9,"2024-02-15 13:02:00",LEIXOES,58.8,5.6
"2024-02-17 18:17:00","2024-02-17 18:45:00","CASTELO DE SINES",5,"Oil and Products Terminal",SINES,"2024-02-17 18:03:00",SINES,N/A,"2024-02-18 03:49:00",N/A,0.5,9.8,"Fire Fighting Vessel",304,455,2009,PTSIE,NA,263624000,9503512,PT,5.0,PTSIE,PT,"SUPPORTING VESSELS",,,,4,6.8,10.2,0.0,"2024-02-17 17:37:00",SINES,0.4,6.4
"2024-02-17 18:17:00","2024-02-18 19:36:00","MOUNT EVEREST",5,"Oil and Products Terminal",SINES,"2024-02-17 18:04:00",ALGECIRAS,"Partially Laden","2024-02-18 19:42:00",Laden,25.3,25.6,"Oil/Chemical Tanker",37817,23313,2010,PTSIE,LOAD,255801290,9470985,PT,7.6,ESLPA,ES,"WET BULK",HANDYSIZE,,,1722,10.3,17.6,146.4,"2024-02-02 18:36:00","LAS PALMAS",359.5,12.3
"2024-02-17 18:16:00","2024-02-17 18:51:00",GOLIAS,5,"Oil and Products Terminal",SINES,"2024-02-17 18:05:00",,N/A,"2024-02-18 13:01:00",N/A,0.6,18.9,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,3,7.7,7.7,0.0,"2024-02-17 17:47:00",SINES,0.3,0.0
"2024-02-17 17:18:00","2024-02-17 17:32:00",GOLIAS,5,"Oil and Products Terminal",SINES,"2024-02-17 12:43:00",SINES,N/A,"2024-02-17 17:47:00",N/A,0.2,5.1,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,1,5.5,5.5,0.0,"2024-02-17 12:36:00",SINES,0.1,0.0
"2024-02-17 13:03:00","2024-02-17 13:22:00",GOLIAS,6,"Oil and Products Terminal",SINES,"2024-02-17 12:43:00",,N/A,"2024-02-17 17:47:00",N/A,0.3,5.1,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,1,5.5,5.5,0.0,"2024-02-17 12:36:00",SINES,0.1,0.0
"2024-02-17 13:02:00","2024-02-18 10:27:00",GALBOT,6,"Oil and Products Terminal",SINES,"2024-02-17 12:45:00",SINES,"Partially Laden","2024-02-18 10:36:00",Laden,21.4,21.9,"Oil/Chemical Tanker",7304,5581,2010,PTSIE,LOAD,256594000,9555084,PT,5.7,PTLEI,PT,"WET BULK",HANDYSIZE,,,4,5.3,7.0,46.1,"2024-02-05 23:26:00",LEIXOES,277.3,7.2
"2024-02-17 12:11:00","2024-02-17 12:26:00","SIMENTA DE CARVALHO",6,"Oil and Products Terminal",SINES,"2024-02-17 06:15:00",SINES,N/A,"2024-02-17 12:30:00",N/A,0.3,6.3,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,9.8,12.5,0.0,"2024-02-17 06:05:00",SINES,0.2,0.0
"2024-02-17 06:37:00","2024-02-17 06:54:00","CASTELO DE SAO JORGE",3,"Oil and Products Terminal",SINES,"2024-02-17 06:19:00",SINES,N/A,"2024-02-18 03:46:00",N/A,0.3,21.5,"Fire Fighting Vessel",162,386,2005,PTSIE,NA,263625000,9319179,PT,6.5,PTSIE,PT,"SUPPORTING VESSELS",,,,2,6.0,6.5,0.0,"2024-02-17 06:05:00",SINES,0.2,6.5
"2024-02-17 06:37:00","2024-02-18 08:55:00","KRITI ADMIRAL",3,"Oil and Products Terminal",SINES,"2024-02-17 06:19:00",MOHAMMEDIA,"Partially Laden","2024-02-18 09:01:00",Laden,26.3,26.7,"Oil/Chemical Tanker",37266,23315,2007,PTSIE,LOAD,241751000,9314870,PT,8.0,ESLPA,ES,"WET BULK",HANDYSIZE,,,666,10.4,12.3,43.6,"2024-02-12 18:42:00","LAS PALMAS",107.6,9.5
"2024-02-17 05:41:00","2024-02-17 05:59:00","SIMENTA DE CARVALHO",3,"Oil and Products Terminal",SINES,"2024-02-16 20:29:00",SINES,N/A,"2024-02-17 06:05:00",N/A,0.3,9.6,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,15,12.0,16.1,0.0,"2024-02-16 19:13:00",SINES,1.3,0.0
"2024-02-17 02:31:00","2024-02-17 03:09:00","CASTELO DE SAO JORGE",Container,"Container Terminal XXI",SINES,"2024-02-17 02:14:00",SINES,N/A,"2024-02-17 03:10:00",N/A,0.6,0.9,"Fire Fighting Vessel",162,386,2005,PTSIE,NA,263625000,9319179,PT,6.5,,PT,"SUPPORTING VESSELS",,,,7,5.7,8.5,0.5,"2024-02-17 01:43:00","SINES ANCH",0.5,6.5
"2024-02-17 02:25:00","2024-02-17 02:53:00","CASTELO DE SINES",Container,"Container Terminal XXI",SINES,"2024-02-17 02:09:00",SINES,N/A,"2024-02-17 02:55:00",N/A,0.5,0.8,"Fire Fighting Vessel",304,455,2009,PTSIE,NA,263624000,9503512,PT,5.0,,PT,"SUPPORTING VESSELS",,,,7,5.8,8.2,0.0,"2024-02-17 01:45:00","SINES ANCH",0.4,5.0
"2024-02-17 02:25:00","2024-02-18 05:22:00",CISNES,Container,"Container Terminal XXI",SINES,"2024-02-17 02:12:00","RIO DE JANEIRO",Laden,"2024-02-18 05:24:00",Laden,27.0,27.2,"Container Ship",104544,93685,2015,PTSIE,LOAD,636092799,9687576,PT,12.4,BEANR,BE,"CONTAINER SHIPS","POST PANAMAX",9300,,1169,13.7,20.5,18.3,"2024-02-12 18:39:00",ANTWERP,103.6,15.5
"2024-02-17 00:58:00","2024-02-18 05:22:00",DILOS,10,"Petrochemical Terminal",SINES,"2024-02-17 00:45:00",,"Partially Laden","2024-02-18 11:47:00","In ballast",28.4,35.0,"LPG Tanker",15050,13794,2016,PTSIE,DISCHARGE,241409000,9711535,PT,7.8,USHOU,US,"LPG CARRIERS",SGC,,12000,5,5.0,6.5,3.3,"2024-02-01 12:54:00",HOUSTON,371.9,6.4
"2024-02-17 00:52:00","2024-02-17 01:14:00","CTE CELSO MADEIRA",Container,"Container Terminal XXI",SINES,"2024-02-17 00:46:00",SINES,N/A,"2024-02-17 01:16:00",N/A,0.4,0.5,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,5,11.7,14.9,0.0,"2024-02-17 00:26:00",SINES,0.3,0.0
"2024-02-17 00:09:00","2024-02-17 00:23:00","CTE CELSO MADEIRA",10,"Petrochemical Terminal",SINES,"2024-02-16 23:56:00",SINES,N/A,"2024-02-17 00:26:00",N/A,0.2,0.5,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,14.2,15.7,0.0,"2024-02-16 23:46:00",SINES,0.2,0.0
"2024-02-16 22:18:00","2024-02-17 03:42:00","WEC DE HOOGH",Container,"Container Terminal XXI",SINES,"2024-02-16 22:03:00",SETUBAL,"Partially Laden","2024-02-17 03:43:00","Partially Laden",5.4,5.7,"Container Ship",13716,11662,2005,PTSIE,DISCHARGE,210283000,9315018,PT,7.5,PTLIS,PT,"CONTAINER SHIPS","SMALL FEEDER",868,,66,14.3,16.5,0.0,"2024-02-16 17:28:00",LISBOA,4.6,6.7
"2024-02-16 19:03:00","2024-02-16 19:08:00","SIMENTA DE CARVALHO",10,"Petrochemical Terminal",SINES,"2024-02-16 18:16:00",SINES,N/A,"2024-02-16 19:13:00",N/A,0.1,1.0,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,2,11.6,15.2,0.0,"2024-02-16 18:08:00",SINES,0.1,0.0
"2024-02-16 18:40:00","2024-02-16 19:10:00","CASTELO DE SAO JORGE",5,"Oil and Products Terminal",SINES,"2024-02-16 18:23:00",SINES,N/A,"2024-02-17 00:26:00",N/A,0.5,6.1,"Fire Fighting Vessel",162,386,2005,PTSIE,NA,263625000,9319179,PT,6.5,,PT,"SUPPORTING VESSELS",,,,3,5.6,8.2,0.0,"2024-02-16 18:22:00","SINES ANCH",0.0,6.5
"2024-02-16 18:37:00","2024-02-17 17:35:00","CLIPPER SKY",5,"Oil and Products Terminal",SINES,"2024-02-16 18:23:00",CASTELLON,Laden,"2024-02-17 17:41:00",Laden,23.0,23.3,"LPG Tanker",44617,35158,2004,PTSIE,LOAD,257309000,9277943,PT,10.6,USMAH,US,"LPG CARRIERS",LGC,,58176,3198,12.6,16.0,41.7,"2024-02-04 15:53:00","MARCUS HOOK",290.5,15.4
"2024-02-16 18:23:00","2024-02-16 18:50:00",GOLIAS,1B,"Multi Purpose Terminal",SINES,"2024-02-14 06:28:00",SINES,N/A,"2024-02-17 12:36:00",N/A,0.5,78.1,Tug,,,,PTSIE,NA,263602573,0,PT,0.0,PTSIE,PT,"OTHER MARKETS",,,,1,5.8,7.6,0.0,"2024-02-14 06:18:00",SINES,0.2,0.0
"2024-02-16 18:21:00","2024-02-16 18:51:00","SIMENTA DE CARVALHO",1B,"Multi Purpose Terminal",SINES,"2024-02-16 18:16:00",,N/A,"2024-02-16 19:13:00",N/A,0.5,1.0,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,2,11.6,15.2,0.0,"2024-02-16 18:08:00",SINES,0.1,0.0
"2024-02-16 18:12:00","2024-02-16 18:53:00","CASTELO DE SINES",1B,"Multi Purpose Terminal",SINES,"2024-02-16 15:25:00",SINES,N/A,"2024-02-17 00:29:00",N/A,0.7,9.1,"Fire Fighting Vessel",304,455,2009,PTSIE,NA,263624000,9503512,PT,5.0,PTSIE,PT,"SUPPORTING VESSELS",,,,4,6.1,8.6,0.0,"2024-02-16 14:55:00",SINES,0.5,5.0
"2024-02-16 17:59:00","2024-02-16 18:06:00","SIMENTA DE CARVALHO",3,"Oil and Products Terminal",SINES,"2024-02-16 17:16:00",SINES,N/A,"2024-02-16 18:08:00",N/A,0.1,0.9,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,13.9,15.7,0.0,"2024-02-16 17:07:00",SINES,0.2,0.0
"2024-02-16 17:39:00","2024-02-17 05:59:00",EXCELLO,3,"Oil and Products Terminal",SINES,"2024-02-16 17:21:00",SINES,"Partially Laden","2024-02-17 06:05:00",Laden,12.3,12.7,"Oil/Chemical Tanker",19999,13798,2008,PTSIE,LOAD,266273000,9308558,PT,7.3,PTLEI,PT,"WET BULK",HANDYSIZE,,,304,7.8,13.1,142.4,"2024-02-08 23:19:00",LEIXOES,186.0,15.5
"2024-02-16 17:02:00","2024-02-16 17:05:00","SIMENTA DE CARVALHO",2,"Oil and Products Terminal",SINES,"2024-02-16 15:11:00",SINES,N/A,"2024-02-16 17:07:00",N/A,0.1,1.9,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,6,16.4,19.1,0.0,"2024-02-16 14:53:00",SINES,0.3,0.0
"2024-02-16 15:43:00","2024-02-16 16:37:00","CASTELO DE SINES",2,"Oil and Products Terminal",SINES,"2024-02-16 15:25:00",,N/A,"2024-02-17 00:29:00",N/A,0.9,9.1,"Fire Fighting Vessel",304,455,2009,PTSIE,NA,263624000,9503512,PT,5.0,PTSIE,PT,"SUPPORTING VESSELS",,,,4,6.1,8.6,0.0,"2024-02-16 14:55:00",SINES,0.5,5.0
"2024-02-16 15:42:00","2024-02-18 04:30:00",AFRICA,2,"Oil and Products Terminal",SINES,"2024-02-16 15:25:00",,Laden,"2024-02-18 04:34:00","In ballast",36.8,37.2,"Crude Oil Tanker",163220,86628,2022,PTSIE,DISCHARGE,636021344,9905320,PT,15.1,TRCEY,TR,"WET BULK",SUEZMAX,,,2336,11.9,14.4,0.0,"2024-02-08 11:15:00",CEYHAN,196.2,9.6
"2024-02-16 15:42:00","2024-02-16 17:03:00","CASTELO DE SAO JORGE",2,"Oil and Products Terminal",SINES,"2024-02-16 15:24:00",SINES,N/A,"2024-02-16 17:48:00",N/A,1.4,2.4,"Fire Fighting Vessel",162,386,2005,PTSIE,NA,263625000,9319179,PT,6.5,,PT,"SUPPORTING VESSELS",,,,4,6.7,8.9,0.0,"2024-02-16 15:23:00","SINES ANCH",0.0,6.5
"2024-02-16 14:43:00","2024-02-16 14:51:00","SIMENTA DE CARVALHO",5,"Oil and Products Terminal",SINES,"2024-02-16 01:25:00",SINES,N/A,"2024-02-16 14:53:00",N/A,0.1,13.5,"Pilot Vessel",,,,PTSIE,NA,263673856,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,11.6,12.5,0.0,"2024-02-16 01:13:00",SINES,0.2,0.0
"2024-02-16 01:40:00","2024-02-18 03:16:00","SVITZER SETUBAL",Container,"Container Terminal XXI",SINES,"2024-02-16 01:38:00",SINES,N/A,"2024-02-18 03:26:00",N/A,49.6,49.8,Tug,118,356,1991,PTSIE,NA,263602553,9008653,PT,4.6,PTSIE,PT,"SUPPORTING VESSELS",,,,3,5.4,10.0,0.7,"2024-02-16 00:25:00",SINES,1.2,8.5
"2024-02-16 01:33:00","2024-02-18 03:21:00","MED RIGEL",Container,"Container Terminal XXI",SINES,"2024-02-16 01:30:00",SINES,N/A,"2024-02-18 03:22:00",N/A,49.8,49.9,"Fire Fighting Vessel",413,428,2010,PTSIE,NA,255803340,9525443,PT,4.8,PTSIE,PT,"SUPPORTING VESSELS",,,,6,6.2,9.6,0.2,"2024-02-16 00:16:00",SINES,1.2,4.8
"2024-02-16 01:32:00","2024-02-18 03:18:00","MSC MICHEL CAPPELLINI",Container,"Container Terminal XXI",SINES,"2024-02-16 01:29:00","ROTTERDAM MAASVLAKTE",Laden,"2024-02-18 03:22:00",Laden,49.8,49.9,"Container Ship",240000,233328,2023,PTSIE,NONE,636022604,9929431,PT,15.4,MYTPP,MY,"CONTAINER SHIPS",,,,10842,16.6,19.1,5.5,"2024-01-19 17:19:00","TANJUNG PELEPAS",656.2,14.0
"2024-02-16 00:05:00","2024-02-16 00:10:00","CTE CELSO MADEIRA",Container,"Container Terminal XXI",SINES,"2024-02-15 23:41:00",SINES,N/A,"2024-02-16 00:11:00",N/A,0.1,0.5,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,3,12.9,15.0,0.0,"2024-02-15 23:30:00",SINES,0.2,0.0
"2024-02-15 22:49:00","2024-02-15 23:27:00","CTE CELSO MADEIRA",3,"Oil and Products Terminal",SINES,"2024-02-15 03:19:00",SINES,N/A,"2024-02-15 23:30:00",N/A,0.6,20.2,"Pilot Vessel",,,,PTSIE,NA,263441365,0,PT,0.0,PTSIE,PT,"SUPPORTING VESSELS",,,,11,10.9,16.3,0.0,"2024-02-15 02:22:00",SINES,1.0,0.0
