Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
3,1,1.7749523509116738,3.0204248861443626,5,6,3.0,4.7,2005,105,27,130,112,77,0
11,0,2.302585092994046,3.9512437185814275,17,6,3.0,9.3,1991,105,27,119,69,91,0
11,0,3.919991175077323,3.933784497209659,5,6,4.0,8.5,2010,105,32,145,195,89,0
3,1,4.07753744390572,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
4,2,-0.10536051565782628,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
4,2,-0.10536051565782628,3.0204248861443626,5,6,3.0,4.7,2005,105,27,130,112,77,0
5,2,-1.2039728043259361,3.0204248861443626,5,6,3.0,4.7,2005,105,27,130,112,77,0
5,2,2.128231705849268,2.1972245773362196,2,7,796.0,11.5,2010,111,17,58,172,41,16
9,2,2.5257286443082556,2.5649493574615367,15,7,252.0,10.3,2010,63,17,181,281,0,8
2,1,3.5496173867804286,4.194189897191817,14,7,4.0,6.8,2007,101,32,156,274,116,7
11,0,-0.916290731874155,-0.35667494393873245,17,6,2.0,5.2,1991,105,27,119,69,91,0
11,0,0.47000362924573563,0.6931471805599453,5,6,6.0,7.2,2010,105,32,145,195,89,0
11,0,2.9069010598473755,2.9231615807191558,3,0,669.0,12.1,2008,118,26,159,250,69,21
11,0,-0.6931471805599453,-0.35667494393873245,17,6,3.0,11.3,1991,105,27,119,69,91,0
7,2,0.0,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
7,2,2.833213344056216,2.856470206220483,14,7,778.0,12.0,2006,34,35,62,178,40,16
7,2,-0.5108256237659907,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
9,2,2.341805806147327,4.194189897191817,14,7,4.0,6.8,2007,101,32,156,274,116,7
2,1,-0.6931471805599453,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
2,1,-0.6931471805599453,3.572345637857985,5,6,3.0,4.9,2005,105,27,130,112,77,0
4,1,-2.3025850929940455,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
3,1,-2.3025850929940455,3.572345637857985,5,6,3.0,4.9,2005,105,27,130,112,77,0
11,0,-0.6931471805599453,-0.2231435513142097,5,6,4.0,7.0,2010,105,32,145,195,89,0
11,0,2.653241964607215,2.681021528714291,3,0,1175.0,16.6,2004,6,26,178,259,81,21
11,0,-0.6931471805599453,-0.2231435513142097,17,6,4.0,5.5,1991,106,27,119,69,91,0
11,0,-0.5108256237659907,-0.5108256237659907,17,6,4.0,5.0,1991,105,27,119,69,91,0
11,0,-0.10536051565782628,0.0,5,6,5.0,6.1,2010,105,32,145,195,89,0
11,0,-0.5108256237659907,2.151762203259462,17,6,2.0,5.3,1991,105,27,119,69,91,0
8,2,3.3178157727231046,3.3357695763397,11,4,213.0,11.9,2015,49,21,153,228,116,6
11,0,1.7578579175523736,1.8082887711792655,3,0,481.0,12.4,2004,1,7,272,58,17,11
11,0,2.028148247292285,2.151762203259462,17,6,2.0,5.3,1991,105,27,119,69,91,0
11,0,2.2407096892759584,2.2617630984737906,5,6,3.0,8.9,2010,105,32,145,195,89,0
11,0,-0.5108256237659907,-0.35667494393873245,17,6,3.0,9.7,1991,105,27,119,69,91,0
2,1,2.975529566236472,4.194189897191817,14,7,4.0,6.8,2007,101,32,156,274,116,7
2,1,0.09531017980432493,4.617098756853365,5,6,4.0,5.9,2009,105,27,150,146,84,0
2,1,-0.5108256237659907,3.572345637857985,5,6,3.0,4.9,2005,105,27,130,112,77,0
6,2,3.686376323895818,3.6938669956249757,15,7,253.0,14.0,2018,63,26,15,127,24,12
4,2,0.5306282510621704,1.9740810260220096,5,6,4.0,5.0,2005,105,27,130,112,77,0
4,2,0.47000362924573563,1.9600947840472698,5,6,5.0,4.9,2009,105,27,150,146,84,0
11,0,-0.916290731874155,-0.35667494393873245,5,6,4.0,6.5,2010,105,32,145,195,89,0
11,0,2.9496883350525844,2.9652730660692823,3,0,283.0,10.2,2007,2,26,3,66,101,28
11,0,-0.5108256237659907,-0.10536051565782628,17,6,3.0,6.1,1991,105,27,119,69,91,0
11,0,1.4816045409242156,1.547562508716013,5,6,3.0,7.2,2010,105,32,145,195,89,0
11,0,3.1654750481410856,3.1780538303479458,3,0,1941.0,14.3,2004,74,26,172,276,81,21
11,0,1.5260563034950492,1.547562508716013,17,6,3.0,7.0,1991,105,27,119,69,91,0
11,0,1.3609765531356006,1.4816045409242156,5,6,6.0,7.6,2010,105,32,145,195,89,0
11,0,3.0007198150650303,3.0204248861443626,3,0,1259.0,17.1,2007,73,17,134,221,62,21
11,0,1.410986973710262,1.4816045409242156,17,6,5.0,7.8,1991,105,27,119,69,91,0
9,2,2.9069010598473755,2.9338568698359038,11,4,249.0,11.9,2006,63,7,104,153,114,4
5,2,-0.10536051565782628,2.4595888418037104,5,6,3.0,4.8,2005,105,27,130,112,77,0
5,2,4.012772908528289,4.019980146933238,15,7,1559.0,11.5,2009,47,21,44,139,33,15
8,2,2.766319109226186,2.791165107812717,14,7,5.0,6.9,2007,101,32,156,274,116,7
6,2,3.3638415951183864,3.374168709274236,15,7,225.0,8.7,2008,63,33,27,129,27,12
11,0,-0.6931471805599453,-0.2231435513142097,5,6,5.0,6.6,2010,105,32,145,195,89,0
11,0,3.1484533605716547,3.1612467120315646,3,0,1003.0,15.7,2016,62,27,263,29,83,30
11,0,-0.35667494393873245,-0.10536051565782628,17,6,3.0,5.6,1991,105,27,119,69,91,0
11,0,-0.916290731874155,-0.5108256237659907,17,6,3.0,9.9,1991,105,27,119,69,91,0
11,0,1.62924053973028,1.6486586255873816,5,6,3.0,7.6,2010,105,32,145,195,89,0
11,0,-0.35667494393873245,-0.2231435513142097,17,6,3.0,7.7,1991,105,27,119,69,91,0
7,2,-0.10536051565782628,3.0252910757955354,5,6,4.0,5.2,2005,105,27,130,112,77,0
7,2,-0.2231435513142097,3.484312288372662,5,6,4.0,5.0,2009,106,27,150,146,84,0
7,2,4.212127597878484,4.21803603456465,4,7,2827.0,12.0,2016,91,21,192,32,59,27
8,2,2.954910279033736,2.9806186357439426,11,4,257.0,12.6,2014,63,21,146,215,116,6
5,2,3.258096538021482,3.2733640101522705,15,7,989.0,10.9,2007,63,15,24,128,26,12
5,2,-0.6931471805599453,3.6402142821326553,5,6,4.0,4.9,2009,105,27,150,146,84,0
11,0,2.2617630984737906,2.2823823856765264,14,7,4.0,4.9,2007,105,32,156,274,116,7
4,2,-0.10536051565782628,3.6454498961866,5,6,3.0,4.9,2005,105,27,130,112,77,0
11,0,-1.2039728043259361,-0.5108256237659907,5,6,5.0,7.0,2010,105,32,145,195,89,0
11,0,-0.916290731874155,-0.6931471805599453,17,6,3.0,5.8,1991,105,27,119,69,91,0
11,0,3.6054978451748854,3.6109179126442243,3,0,1015.0,12.5,2015,62,17,241,48,83,30
11,0,-0.6931471805599453,-0.5108256237659907,5,6,3.0,10.5,2010,105,32,145,195,89,0
11,0,-0.6931471805599453,-0.5108256237659907,17,6,3.0,8.1,1991,105,27,119,69,91,0
12,4,-0.35667494393873245,3.6402142821326553,5,6,4.0,4.9,2009,105,27,150,146,84,0
12,4,-0.35667494393873245,3.6454498961866,5,6,3.0,4.9,2005,105,27,130,112,77,0
6,2,3.1484533605716547,3.1654750481410856,15,7,197.0,11.5,2009,49,35,6,117,24,12
9,2,2.128231705849268,2.186051276738094,14,7,4.0,7.1,2007,105,32,156,274,116,7
11,0,-1.6094379124341003,-0.10536051565782628,5,6,4.0,4.9,2010,106,32,145,195,89,0
11,0,-0.6931471805599453,-0.10536051565782628,17,6,3.0,5.9,1991,105,27,119,69,91,0
11,0,3.3877743613300146,3.4011973816621555,3,0,1275.0,15.7,2007,98,26,159,252,69,21
11,0,1.6486586255873816,1.6863989535702288,17,6,4.0,5.1,1991,105,27,119,69,91,0
11,0,1.6863989535702288,1.7578579175523736,5,6,5.0,6.8,2010,106,32,145,195,89,0
12,4,-0.35667494393873245,3.6402142821326553,5,6,4.0,4.9,2009,105,27,150,146,84,0
12,4,3.258096538021482,3.292126286607793,10,3,2567.0,14.4,2005,18,4,262,305,75,26
12,4,-0.35667494393873245,3.6454498961866,5,6,3.0,4.9,2005,105,27,130,112,77,0
11,0,2.0412203288596382,2.066862759472976,3,0,687.0,13.6,2007,113,7,269,61,17,11
11,0,-0.10536051565782628,0.26236426446749106,5,6,5.0,6.9,2010,105,32,145,195,89,0
11,0,3.4965075614664802,3.502549875922443,3,0,1265.0,8.6,2005,73,27,176,269,81,21
11,0,2.2512917986064953,2.272125885509337,17,6,3.0,5.7,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.2231435513142097,5,6,3.0,11.1,2010,105,32,145,195,89,0
11,0,-0.5108256237659907,2.0918640616783932,17,6,3.0,9.7,1991,105,27,119,69,91,0
11,0,-0.35667494393873245,0.26236426446749106,5,6,3.0,8.1,2009,105,27,150,146,84,0
11,0,3.342861804649192,3.353406717825807,14,7,4.0,5.9,2007,105,32,156,274,116,7
9,2,2.990719731730447,3.0155349008501706,15,7,3.0,5.6,2010,64,17,181,281,0,8
8,2,-0.916290731874155,0.8329091229351039,5,6,2.0,6.2,2009,105,27,150,146,84,0
5,2,3.828641396489095,3.8372994592322094,15,7,281.0,10.3,2008,63,15,43,141,32,14
5,2,0.6418538861723947,1.0647107369924282,5,6,4.0,6.2,2009,106,27,150,146,84,0
4,2,-0.6931471805599453,2.8154087194227095,5,6,3.0,5.7,2005,106,27,130,112,77,0
11,0,-1.2039728043259361,-0.35667494393873245,5,6,2.0,5.8,2010,105,32,145,195,89,0
11,0,-1.2039728043259361,-0.5108256237659907,5,6,1.0,6.0,2005,105,27,130,112,77,0
11,0,3.520460802488973,3.529297384289471,3,0,685.0,11.1,1992,16,26,111,152,46,20
11,0,-0.2231435513142097,0.1823215567939546,5,6,6.0,6.3,2005,106,27,130,112,77,0
11,0,3.1484533605716547,3.1654750481410856,3,0,1184.0,17.1,2005,6,17,177,261,81,21
11,0,-0.5108256237659907,0.0,5,6,3.0,5.8,2010,105,32,145,195,89,0
4,2,-0.35667494393873245,3.586292865338835,5,6,2.0,9.1,2009,105,27,150,146,84,0
11,0,-0.2231435513142097,0.0,5,6,3.0,9.5,2010,105,32,145,195,89,0
2,1,3.044522437723423,3.629660094453965,14,7,40.0,10.1,2007,101,32,156,274,116,7
5,1,4.532599493153256,4.537961436294641,13,5,2265.0,11.0,2013,45,30,2,238,17,8
11,0,2.3978952727983707,2.4336133554004498,15,7,4.0,4.7,2010,64,17,181,281,0,8
11,0,2.8678989020441064,2.884800712846709,3,0,667.0,10.8,2004,118,17,165,256,81,21
11,0,-0.916290731874155,-0.35667494393873245,17,6,5.0,6.6,1991,105,27,119,69,91,0
11,0,-0.916290731874155,-0.5108256237659907,5,6,4.0,6.8,2010,105,32,145,195,89,0
11,0,-0.6931471805599453,-0.5108256237659907,5,6,3.0,9.3,2010,105,32,145,195,89,0
9,2,2.766319109226186,3.629660094453965,14,7,40.0,10.1,2007,101,32,156,274,116,7
7,2,3.730501128804756,3.7400477406883357,11,4,970.0,12.6,2010,61,30,161,242,10,7
8,2,3.0007198150650303,3.0204248861443626,11,4,256.0,12.2,2014,63,21,146,215,116,6
11,0,-0.5108256237659907,0.0,5,6,5.0,5.9,2010,105,32,145,195,89,0
11,0,-0.2231435513142097,0.3364722366212129,17,6,3.0,5.5,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.35667494393873245,5,6,3.0,10.1,2010,105,32,145,195,89,0
11,0,-0.5108256237659907,-0.35667494393873245,17,6,3.0,8.1,1991,105,27,119,69,91,0
9,2,1.308332819650179,3.2846635654062037,14,7,116.0,9.6,2007,105,32,156,274,116,7
6,2,-0.6931471805599453,3.6712245188752153,5,6,2.0,5.6,2005,106,27,130,112,77,0
6,2,3.9512437185814275,3.9569963710708773,15,7,2957.0,12.5,2011,75,22,96,225,40,21
11,0,-0.916290731874155,-0.35667494393873245,17,6,5.0,5.5,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.10536051565782628,5,6,6.0,5.8,2010,106,32,145,195,89,0
11,0,3.086486636822455,3.100092288878234,3,0,9529.0,15.3,2006,29,27,232,2,99,25
11,0,2.302585092994046,2.33214389523559,3,0,80.0,9.8,2005,101,7,14,83,26,11
4,2,0.5306282510621704,0.8754687373538999,5,6,2.0,4.7,2005,106,27,130,112,77,0
4,2,0.09531017980432493,2.667228206581955,5,6,4.0,4.6,2009,105,27,150,146,84,0
4,2,3.754198920234579,3.7612001156935624,4,7,551.0,10.5,2012,8,22,217,104,69,30
11,0,-0.916290731874155,-0.6931471805599453,5,6,3.0,10.6,2010,105,32,145,195,89,0
4,2,-0.5108256237659907,3.1780538303479458,5,6,2.0,7.4,2009,105,27,150,146,84,0
1,3,3.487375077903208,3.4965075614664802,11,4,769.0,11.4,2011,111,17,203,317,14,7
11,0,1.5260563034950492,1.589235205116581,15,7,4.0,6.2,2010,105,17,181,281,0,8
11,0,2.028148247292285,2.066862759472976,3,0,510.0,9.0,2001,1,7,270,55,17,11
11,0,1.62924053973028,1.667706820558076,17,6,2.0,6.6,1991,105,27,119,69,91,0
11,0,-0.35667494393873245,0.0,17,6,3.0,10.4,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.2231435513142097,5,6,3.0,11.3,2010,105,32,145,195,89,0
9,2,2.128231705849268,2.2082744135228043,15,7,69.0,9.5,2010,64,17,181,281,0,8
2,1,3.100092288878234,3.2846635654062037,14,7,116.0,9.6,2007,105,32,156,274,116,7
5,2,3.758871825933971,3.768152635008444,15,7,539.0,12.8,2018,24,26,15,127,24,12
8,2,3.0587070727153796,3.077312260546414,11,4,1225.0,10.2,2009,6,2,116,189,115,5
11,0,-1.2039728043259361,-0.6931471805599453,17,6,2.0,5.3,1991,105,27,119,69,91,0
11,0,3.7909846770510898,3.7932394694381792,3,0,1237.0,10.4,2015,6,26,245,43,83,30
11,0,-0.5108256237659907,-0.2231435513142097,5,6,3.0,6.0,2010,105,32,145,195,89,0
11,0,0.09531017980432493,0.5306282510621704,5,6,6.0,6.3,2010,105,32,145,195,89,0
11,0,0.0,0.3364722366212129,17,6,5.0,6.6,1991,106,27,119,69,91,0
11,0,3.459466289786131,3.4657359027997265,3,0,682.0,15.3,2015,118,27,256,39,83,30
11,0,-0.5108256237659907,-0.10536051565782628,5,6,3.0,9.2,2009,105,27,150,146,84,0
11,0,-0.5108256237659907,-0.2231435513142097,5,6,3.0,8.2,2005,105,27,130,112,77,0
5,1,-0.6931471805599453,1.8562979903656263,5,6,3.0,11.2,2010,105,32,145,195,89,0
4,1,-0.5108256237659907,1.8870696490323797,17,6,3.0,12.0,1991,105,27,119,69,91,0
7,2,-0.916290731874155,1.33500106673234,5,6,3.0,7.2,2009,106,27,150,146,84,0
7,2,3.7376696182833684,3.744787086052232,11,4,3454.0,12.6,2007,67,26,77,145,38,18
4,2,-0.2231435513142097,1.7749523509116738,5,6,3.0,5.8,2005,105,27,130,112,77,0
4,2,-0.10536051565782628,0.47000362924573563,5,6,4.0,5.8,2009,105,27,150,146,84,0
11,0,-1.6094379124341003,-0.6931471805599453,17,6,7.0,8.2,1991,106,27,119,69,91,0
11,0,-1.2039728043259361,-0.35667494393873245,5,6,3.0,6.7,2010,105,32,145,195,89,0
11,0,3.824284091120139,3.8308129500026027,3,0,673.0,10.8,2008,118,27,138,239,62,21
11,0,-0.5108256237659907,-0.35667494393873245,5,6,3.0,10.9,2010,105,32,145,195,89,0
4,2,-0.35667494393873245,2.928523523860541,5,6,3.0,11.1,2009,105,27,150,146,84,0
4,2,0.09531017980432493,2.9444389791664403,5,6,3.0,10.9,2005,105,27,130,112,77,0
9,2,3.7062280924485496,3.716008121502189,11,4,246.0,11.2,2006,63,7,104,153,114,4
11,0,-1.2039728043259361,-0.6931471805599453,5,6,3.0,7.2,2010,105,32,145,195,89,0
11,0,-0.916290731874155,-0.6931471805599453,17,6,3.0,5.4,1991,105,27,119,69,91,0
11,0,2.9806186357439426,2.990719731730447,3,0,1923.0,18.6,2005,74,6,171,264,81,21
8,2,2.72785282839839,2.7536607123542622,14,7,61.0,10.7,2007,64,32,156,274,116,7
11,0,-0.2231435513142097,0.09531017980432493,5,6,3.0,10.4,2010,105,32,145,195,89,0
11,0,-0.2231435513142097,0.0,17,6,3.0,11.1,1991,105,27,119,69,91,0
11,0,-1.2039728043259361,-0.35667494393873245,5,6,5.0,7.2,2010,105,32,145,195,89,0
11,0,2.8213788864092133,2.8390784635086144,3,0,1265.0,18.0,2000,73,17,163,267,81,21
11,0,-0.6931471805599453,-0.2231435513142097,17,6,4.0,7.1,1991,105,27,119,69,91,0
11,0,-1.2039728043259361,-0.5108256237659907,5,6,5.0,6.0,2005,105,27,130,112,77,0
11,0,3.295836866004329,3.3105430133940246,3,0,1060.0,10.2,2014,62,8,250,51,83,30
11,0,-0.5108256237659907,-0.10536051565782628,5,6,6.0,5.7,2009,106,27,150,146,84,0
6,2,4.213607983048918,4.219507705176107,14,7,787.0,13.0,2010,111,21,86,218,39,21
5,2,-0.916290731874155,0.6931471805599453,5,6,2.0,6.8,2009,105,27,150,146,84,0
5,2,3.8110970868381857,3.8199077165203406,15,7,323.0,6.6,2008,13,15,43,141,32,14
11,0,-0.5108256237659907,-0.2231435513142097,17,6,3.0,11.1,1991,105,27,119,69,91,0
11,0,0.5306282510621704,0.6418538861723947,5,6,3.0,10.7,2010,105,32,145,195,89,0
9,2,2.833213344056216,2.856470206220483,11,4,70.0,11.6,2014,117,21,146,215,116,6
11,0,-0.6931471805599453,-0.5108256237659907,17,6,3.0,5.5,1991,105,27,119,69,91,0
11,0,3.095577608523707,3.104586678466073,3,0,1270.0,11.2,2002,98,12,165,257,81,21
11,0,-0.916290731874155,-0.6931471805599453,5,6,4.0,5.8,2010,105,32,145,195,89,0
11,0,0.09531017980432493,0.1823215567939546,5,6,3.0,11.4,2010,105,32,145,195,89,0
11,0,0.0,0.1823215567939546,17,6,3.0,10.9,1991,105,27,119,69,91,0
8,2,2.8449093838194073,2.8678989020441064,11,4,685.0,8.7,2004,87,27,81,149,106,3
5,2,-0.916290731874155,2.8154087194227095,5,6,3.0,5.0,2009,106,27,150,146,84,0
5,2,2.760009940032921,2.7788192719904172,15,7,17.0,5.2,2007,105,15,24,128,26,12
11,0,-0.6931471805599453,-0.2231435513142097,17,6,4.0,8.0,1991,105,27,119,69,91,0
11,0,2.9338568698359038,2.954910279033736,3,0,787.0,9.4,2015,118,26,254,25,85,30
4,2,0.26236426446749106,2.128231705849268,5,6,4.0,5.2,2010,106,32,145,195,89,0
4,2,0.8329091229351039,3.109060958860994,5,6,4.0,5.2,2005,105,27,130,112,77,0
4,2,0.4054651081081644,0.8329091229351039,5,6,5.0,5.5,2009,105,27,150,146,84,0
4,2,3.7471483622379123,3.763522997109702,4,7,3605.0,12.5,2011,90,11,34,159,97,33
11,0,-0.10536051565782628,0.0,17,6,3.0,11.1,1991,105,27,119,69,91,0
6,2,3.1945831322991562,3.2068032436339315,15,7,776.0,13.3,2010,111,27,58,171,41,16
7,2,3.845883202923601,3.8501476017100584,15,7,5.0,7.1,2008,63,33,27,129,27,12
5,1,-0.916290731874155,2.066862759472976,5,6,2.0,5.8,2010,106,32,145,195,89,0
5,1,4.019980146933238,4.030694535145645,6,1,1553.0,9.3,2017,36,12,53,154,29,16
4,1,-0.916290731874155,2.174751721484161,17,6,5.0,7.4,1991,106,27,119,69,91,0
11,0,3.054001181677967,3.0633909220278057,3,0,1264.0,12.9,2002,73,17,165,258,81,21
11,0,0.6418538861723947,0.7884573603642703,17,6,4.0,6.8,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.2231435513142097,5,6,6.0,6.7,2005,105,27,130,112,77,0
11,0,3.55820113047182,3.5667118201397288,3,0,309.0,10.8,1999,120,22,36,135,41,14
11,0,-0.5108256237659907,-0.10536051565782628,5,6,3.0,6.9,2010,105,32,145,195,89,0
11,0,1.0986122886681098,1.1631508098056809,17,6,2.0,5.2,1991,105,27,119,69,91,0
11,0,-0.6931471805599453,-0.10536051565782628,5,6,5.0,6.2,2010,105,32,145,195,89,0
11,0,-0.5108256237659907,0.0,17,6,3.0,5.8,1991,105,27,119,69,91,0
11,0,2.8791984572980396,2.8903717578961645,3,0,1185.0,14.7,2018,6,27,10,78,96,30
11,0,-0.5108256237659907,0.09531017980432493,5,6,3.0,11.4,2010,105,32,145,195,89,0
11,0,-0.2231435513142097,0.09531017980432493,17,6,3.0,11.0,1991,105,27,119,69,91,0
11,0,-1.6094379124341003,-0.5108256237659907,17,6,4.0,6.3,1991,105,27,119,69,91,0
11,0,-1.2039728043259361,-0.2231435513142097,5,6,4.0,7.1,2010,105,32,145,195,89,0
11,0,2.2300144001592104,2.2617630984737906,3,0,1445.0,11.2,2004,6,26,178,260,81,21
11,0,0.09531017980432493,0.26236426446749106,17,6,3.0,10.2,1991,105,27,119,69,91,0
11,0,0.26236426446749106,0.3364722366212129,5,6,3.0,9.9,2010,105,32,145,195,89,0
8,2,2.6878474937846906,2.714694743820879,14,7,43.0,10.3,2007,101,32,156,274,116,7
9,2,3.122364924487357,3.1441522786722644,11,4,239.0,9.0,2010,63,21,115,176,110,4
11,0,5.187944309066666,5.189060380611087,6,1,10415.0,13.7,2012,54,27,33,124,29,12
12,4,-0.5108256237659907,3.3877743613300146,5,6,2.0,6.6,2009,105,27,150,146,84,0
7,2,-0.5108256237659907,3.3877743613300146,5,6,2.0,6.6,2009,105,27,150,146,84,0
7,2,3.339321977944068,3.353406717825807,11,4,975.0,14.5,2003,61,24,117,201,47,21
3,1,4.441474093317302,4.446174454497633,6,1,3453.0,9.9,1992,45,29,74,150,109,3
2,1,1.3609765531356006,3.756538102587751,5,6,3.0,5.5,2005,105,27,130,112,77,0
11,0,1.8082887711792655,1.8562979903656263,5,6,5.0,5.5,2010,105,32,145,195,89,0
11,0,2.975529566236472,2.995732273553991,3,0,669.0,12.0,2012,118,12,30,90,104,30
11,0,1.840549633397487,1.8870696490323797,17,6,4.0,5.5,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.10536051565782628,17,6,3.0,10.3,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,-0.2231435513142097,5,6,3.0,10.8,2010,105,32,145,195,89,0
3,1,2.174751721484161,3.756538102587751,5,6,3.0,5.5,2005,105,27,130,112,77,0
5,2,3.9318256327243257,3.9396381724611196,15,7,416.0,8.9,2007,63,15,24,128,26,12
12,4,2.4159137783010487,3.1179499062782403,5,6,4.0,6.2,2009,105,27,150,146,84,0
11,0,-0.916290731874155,-0.35667494393873245,17,6,4.0,6.9,1991,105,27,119,69,91,0
12,4,0.3364722366212129,3.756538102587751,5,6,3.0,5.5,2005,105,27,130,112,77,0
12,4,3.186352633162641,3.214867803470662,10,3,5367.0,13.2,2004,51,32,234,288,74,25
11,0,-0.5108256237659907,-0.2231435513142097,5,6,4.0,6.7,2010,105,32,145,195,89,0
11,0,2.803360380906535,2.8154087194227095,3,0,310.0,8.6,2005,2,26,4,65,101,28
11,0,-0.5108256237659907,-0.10536051565782628,17,6,3.0,10.4,1991,105,27,119,69,91,0
8,2,3.4404180948154366,3.4531571205928664,11,4,1561.0,10.3,2014,56,30,146,220,116,6
2,1,2.9601050959108397,2.9856819377004897,15,7,224.0,8.5,2008,63,33,27,129,27,12
11,0,1.9021075263969205,1.916922612182061,5,6,3.0,11.3,2010,105,32,145,195,89,0
9,2,2.766319109226186,2.791165107812717,11,4,1.0,5.5,2006,106,7,104,153,114,4
6,2,-0.10536051565782628,2.2512917986064953,5,6,4.0,5.3,2009,105,27,150,146,84,0
11,0,2.990719731730447,3.0007198150650303,3,0,313.0,12.9,1992,120,26,111,152,46,20
11,0,-0.6931471805599453,-0.35667494393873245,17,6,4.0,7.1,1991,105,27,119,69,91,0
11,0,-0.5108256237659907,0.0,5,6,3.0,8.1,2005,105,27,130,112,77,0
2,1,1.1939224684724346,2.8903717578961645,5,6,3.0,10.8,2010,105,32,145,195,89,0
11,0,1.589235205116581,1.6863989535702288,17,6,3.0,5.8,1991,105,27,119,69,91,0
11,0,-0.916290731874155,-0.2231435513142097,5,6,1.0,4.6,2010,105,32,145,195,89,0
11,0,2.9601050959108397,2.975529566236472,3,0,564.0,9.6,2007,26,17,267,81,25,12
11,0,0.26236426446749106,0.5306282510621704,17,6,3.0,4.6,1991,105,27,119,69,91,0
11,0,0.6418538861723947,0.7419373447293773,5,6,5.0,5.5,2010,105,32,145,195,89,0
5,1,5.149237143533884,5.152713392689245,13,5,742.0,7.7,1987,3,8,114,121,108,3
6,2,-0.35667494393873245,3.169685580677429,5,6,3.0,5.8,2009,105,27,150,146,84,0
6,2,3.1570004211501135,3.169685580677429,15,7,274.0,11.9,2013,2,21,103,222,40,21
7,2,3.648057459593681,3.6584202466292277,11,4,578.0,12.5,2016,43,17,70,143,38,17
7,2,-0.2231435513142097,2.631888840136646,5,6,2.0,5.4,2005,105,27,130,112,77,0
11,0,2.1400661634962708,2.186051276738094,17,6,3.0,6.2,1991,105,27,119,69,91,0
10,3,3.883623530906448,3.8897773964808264,11,4,470.0,11.4,2010,30,21,200,290,9,7
11,0,2.163323025660538,2.186051276738094,5,6,6.0,6.3,2010,105,32,145,195,89,0
11,0,2.8622008809294686,2.8735646395797834,3,0,1204.0,10.1,2016,62,27,245,36,83,30
11,0,-0.35667494393873245,0.0,17,6,3.0,11.0,1991,105,27,119,69,91,0
11,0,2.468099531471619,2.4932054526026954,3,0,478.0,14.5,2004,1,7,272,58,17,11
11,0,2.128231705849268,2.174751721484161,5,6,2.0,5.1,2010,105,32,145,195,89,0
1,3,3.3250360206965914,3.3357695763397,11,4,4849.0,11.3,2011,48,17,203,317,14,7
8,2,2.1400661634962708,2.1972245773362196,14,7,135.0,9.2,2007,101,32,156,274,116,7
5,2,-0.2231435513142097,3.2068032436339315,5,6,3.0,6.0,2009,105,27,150,146,84,0
5,2,4.131961425793407,4.139955073474153,15,7,705.0,10.7,2011,113,30,67,184,40,16
9,2,2.4595888418037104,2.4932054526026954,15,7,322.0,6.3,2010,85,17,181,281,0,8
11,0,0.47000362924573563,0.47000362924573563,17,6,4.0,5.9,1991,105,27,119,69,91,0
11,0,2.7343675094195836,2.747270914255491,5,6,5.0,6.2,2010,105,32,145,195,89,0
11,0,3.529297384289471,3.5322256440685598,3,0,1380.0,10.5,2016,6,27,245,22,83,30
11,0,0.1823215567939546,0.4054651081081644,17,6,3.0,5.6,1991,105,27,119,69,91,0
11,0,3.288401887516811,3.295836866004329,3,0,1902.0,13.0,2004,74,26,178,259,81,21
11,0,0.09531017980432493,0.3364722366212129,5,6,3.0,6.0,2010,105,32,145,195,89,0
11,0,-0.6931471805599453,-0.2231435513142097,17,6,3.0,10.7,1991,105,27,119,69,91,0
7,2,-0.6931471805599453,3.5145260669691587,5,6,3.0,5.5,2009,105,27,150,146,84,0
8,2,2.322387720290225,2.3608540011180215,11,4,1065.0,9.8,2006,63,7,104,153,114,4
11,0,2.990719731730447,3.0106208860477417,3,0,680.0,14.3,2005,113,27,269,60,17,11
11,0,2.5416019934645457,2.5649493574615367,3,0,1936.0,12.6,2004,53,26,174,255,81,21
11,0,2.5494451709255714,2.580216829592325,5,6,4.0,6.3,2010,105,32,145,195,89,0
11,0,-0.35667494393873245,0.0,17,6,4.0,8.3,1991,106,27,119,69,91,0
2,1,4.334672938290411,4.341204640153626,1,1,202.0,9.3,2006,49,7,133,243,5,3
12,4,0.0,4.046553898385752,5,6,3.0,5.3,2005,106,27,130,112,77,0
