Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
11,0,3.1822118404966093,3.190476350346503,3,0,1277.0,12.5,2004,73,26,180,270,81,21
11,0,0.26236426446749106,0.47000362924573563,17,6,2.0,5.8,1991,105,27,119,69,91,0
11,0,-1.2039728043259361,-0.916290731874155,17,6,3.0,11.1,1991,105,27,119,69,91,0
7,2,3.4372078191851885,3.449987545831587,12,4,1163.0,10.7,2007,94,9,201,57,12,9
4,2,-0.10536051565782628,2.8622008809294686,5,6,3.0,10.1,2005,105,27,130,112,77,0
8,2,3.242592351485517,3.261935314328648,15,7,130.0,6.7,2010,63,17,181,281,0,8
11,0,1.6094379124341003,1.667706820558076,14,7,42.0,9.9,2007,101,32,156,274,116,7
11,0,-0.2231435513142097,0.1823215567939546,5,6,4.0,6.4,2005,106,27,130,112,77,0
11,0,3.0349529867072724,3.0492730404820207,3,0,671.0,11.9,1998,118,17,137,232,62,21
11,0,-0.35667494393873245,0.0,5,6,7.0,6.5,2010,106,32,145,195,89,0
6,2,-0.35667494393873245,1.1939224684724346,5,6,3.0,5.9,2005,106,27,130,112,77,0
6,2,3.3978584803966405,3.4111477125153233,4,7,2882.0,10.2,2006,91,21,187,8,56,25
6,2,-0.35667494393873245,3.1570004211501135,17,6,4.0,6.0,1995,105,27,79,77,67,36
3,1,3.4339872044851463,3.4468078929142076,3,0,4.0,9.0,2001,105,7,270,55,17,11
12,4,-0.10536051565782628,1.1939224684724346,17,6,5.0,6.4,1995,105,27,79,77,67,36
12,4,3.1945831322991562,3.2228678461377385,10,3,4739.0,13.9,2006,19,4,262,305,75,26
11,0,3.126760535960395,3.139832617527748,3,0,1241.0,17.3,2019,6,17,7,75,94,30
11,0,0.09531017980432493,0.3364722366212129,5,6,3.0,7.1,2010,105,32,145,195,89,0
12,4,-0.2231435513142097,1.1939224684724346,5,6,4.0,6.3,2005,106,27,130,112,77,0
12,4,-0.10536051565782628,2.0918640616783932,5,6,2.0,4.8,2005,106,27,130,112,77,0
12,4,-0.10536051565782628,2.9391619220655967,17,6,3.0,5.7,1995,105,27,79,77,67,36
11,0,1.6486586255873816,1.7047480922384253,3,0,512.0,8.0,2001,1,7,270,55,17,11
11,0,1.7749523509116738,1.8562979903656263,5,6,3.0,6.5,2010,105,32,145,195,89,0
11,0,4.350277936359301,4.3528552573736015,6,1,2140.0,10.7,2011,39,23,43,125,31,14
7,2,-0.35667494393873245,2.0918640616783932,5,6,2.0,4.8,2005,106,27,130,112,77,0
7,2,3.1441522786722644,3.1612467120315646,14,7,858.0,10.8,2007,0,15,107,223,40,21
11,0,0.47000362924573563,1.7227665977411035,5,6,4.0,7.1,2010,105,32,145,195,89,0
11,0,0.8329091229351039,1.7227665977411035,5,6,4.0,7.1,2010,105,32,145,195,89,0
11,0,2.3513752571634776,2.379546134130174,3,0,1188.0,16.5,2004,6,26,178,260,81,21
5,2,-0.916290731874155,1.8870696490323797,5,6,3.0,5.9,2005,106,27,130,112,77,0
5,2,3.754198920234579,3.763522997109702,14,7,1616.0,10.8,2005,6,10,52,161,36,17
4,2,0.6931471805599453,1.1314021114911006,5,6,4.0,5.8,2005,105,27,130,112,77,0
4,2,-0.5108256237659907,0.26236426446749106,5,6,21.0,7.6,2010,106,32,145,195,89,0
4,2,3.711130063048756,3.7256934272366524,4,7,1165.0,9.0,2013,100,17,35,157,99,34
5,2,0.5877866649021191,2.9391619220655967,17,6,3.0,5.7,1995,105,27,79,77,67,36
3,1,-1.6094379124341003,-0.5108256237659907,17,6,3.0,6.1,1995,64,27,79,77,67,36
3,1,2.9856819377004897,3.0106208860477417,6,1,224.0,10.9,2009,21,26,257,73,20,10
8,2,3.7328963395307104,3.744787086052232,14,7,1170.0,9.1,2006,6,0,131,277,1,5
12,4,0.09531017980432493,1.916922612182061,17,6,5.0,5.2,1995,105,27,79,77,67,36
12,4,3.2347491740244907,3.261935314328648,10,3,6217.0,11.2,2002,51,20,243,285,71,26
12,4,0.0,0.9162907318741551,5,6,4.0,5.2,2005,106,27,130,112,77,0
11,0,1.33500106673234,1.4350845252893227,5,6,3.0,6.0,2010,105,32,145,195,89,0
11,0,2.970414465569701,2.9856819377004897,3,0,1151.0,12.4,2002,62,17,196,279,72,24
11,0,-0.10536051565782628,0.26236426446749106,5,6,4.0,7.2,2010,105,32,145,195,89,0
11,0,1.7227665977411035,1.7749523509116738,3,0,3216.0,12.6,2005,70,27,176,269,81,21
11,0,1.6486586255873816,1.7404661748405046,5,6,4.0,5.3,2010,105,32,145,195,89,0
11,0,3.374168709274236,3.3877743613300146,3,0,1314.0,12.1,2004,62,17,226,320,85,25
11,0,1.0647107369924282,1.308332819650179,5,6,4.0,5.7,2010,105,32,145,195,89,0
7,2,-0.35667494393873245,2.5726122302071057,17,6,2.0,5.7,1995,64,27,79,77,67,36
7,2,3.484312288372662,3.4965075614664802,15,7,885.0,8.6,2014,34,22,65,180,41,16
11,0,2.302585092994046,2.322387720290225,3,0,1257.0,15.6,2000,73,17,163,267,81,21
8,2,3.044522437723423,3.0633909220278057,11,4,1149.0,9.6,2006,105,7,104,153,114,4
6,2,-0.10536051565782628,0.9162907318741551,17,6,2.0,7.4,1995,105,27,79,77,67,36
6,2,-0.916290731874155,2.785011242238338,5,6,2.0,6.2,2005,106,27,130,112,77,0
6,2,3.8732821771117156,3.8815637979434374,11,4,375.0,6.0,2015,67,24,125,197,44,22
9,2,4.241326752570746,4.247065649239764,11,4,1618.0,9.3,2014,56,21,146,215,116,6
11,0,1.9459101490553132,1.9740810260220096,14,7,57.0,6.7,2007,101,32,156,274,116,7
11,0,2.803360380906535,2.833213344056216,5,6,4.0,6.4,2010,105,32,145,195,89,0
11,0,3.391147045808654,3.40452517175483,3,0,2564.0,9.5,2004,45,26,172,275,81,21
11,0,2.970414465569701,2.9806186357439426,3,0,10020.0,13.7,2009,71,26,31,114,103,32
11,0,0.4054651081081644,0.5306282510621704,5,6,3.0,5.5,2010,105,32,145,195,89,0
4,2,-1.2039728043259361,4.012772908528289,5,6,33.0,5.8,2005,106,27,130,112,77,0
11,0,0.0,0.26236426446749106,5,6,3.0,5.8,2010,105,32,145,195,89,0
11,0,3.1822118404966093,3.1945831322991562,3,0,785.0,9.0,2015,118,26,260,27,83,30
11,0,2.91235066461494,2.928523523860541,3,0,1901.0,16.7,2004,74,26,178,259,81,21
11,0,2.6390573296152584,2.667228206581955,5,6,3.0,5.3,2010,105,32,145,195,89,0
11,0,1.9878743481543455,2.028148247292285,5,6,3.0,6.1,2010,105,32,145,195,89,0
11,0,2.9444389791664403,2.954910279033736,3,0,668.0,9.2,2006,118,6,168,272,81,21
7,2,-0.916290731874155,3.4719664525503626,17,6,2.0,6.6,1995,105,27,79,77,67,36
7,2,3.6913763343125234,3.6988297849671046,15,7,332.0,7.8,2008,63,15,43,141,32,14
5,2,3.7977338590260183,3.8088822465086327,15,7,1482.0,9.5,2016,10,22,95,219,40,21
5,2,0.6418538861723947,0.8754687373538999,17,6,2.0,6.0,1995,105,27,79,77,67,36
11,0,4.412798293340635,4.420044701861403,17,6,3.0,5.2,1991,105,27,119,69,91,0
11,0,2.4336133554004498,2.468099531471619,5,6,3.0,5.7,2010,105,32,145,195,89,0
11,0,2.3513752571634776,2.379546134130174,3,0,410.0,8.6,2007,2,30,211,309,88,24
11,0,0.47000362924573563,2.740840023925201,5,6,3.0,11.0,2010,105,32,145,195,89,0
4,1,-0.916290731874155,4.012772908528289,5,6,33.0,5.8,2005,106,27,130,112,77,0
5,1,5.399519247057004,6.7896471905018085,0,2,662.0,6.8,2011,8,26,0,95,24,10
5,1,-0.5108256237659907,0.1823215567939546,5,6,4.0,4.9,2010,106,32,145,195,89,0
4,2,-0.35667494393873245,4.600157644164547,17,6,5.0,5.6,1995,64,27,79,77,67,36
5,2,-0.10536051565782628,4.600157644164547,17,6,5.0,5.6,1995,64,27,79,77,67,36
2,1,5.114394528387108,5.117993812416755,6,1,194.0,7.6,2011,49,27,143,240,3,4
11,0,4.069026754237811,4.074141854904581,17,6,3.0,4.6,1991,105,27,119,69,91,0
11,0,4.050044303325521,4.055257173514054,3,0,289.0,15.7,2009,26,27,42,130,38,14
11,0,3.7062280924485496,3.711130063048756,5,6,3.0,5.5,2010,105,32,145,195,89,0
8,2,2.954910279033736,2.9806186357439426,15,7,133.0,8.6,2010,63,17,181,281,0,8
11,0,1.7578579175523736,1.8082887711792655,17,6,2.0,5.1,1991,105,27,119,69,91,0
11,0,1.7578579175523736,1.8562979903656263,5,6,3.0,5.9,2010,105,32,145,195,89,0
11,0,4.100989104940769,4.104294893075269,3,0,1270.0,10.9,1993,73,17,166,266,81,21
6,2,-1.2039728043259361,3.6216707044204863,5,6,3.0,5.4,2005,106,27,130,112,77,0
6,2,3.258096538021482,3.2733640101522705,15,7,774.0,13.0,2014,34,22,64,180,41,16
11,0,2.0794415416798357,2.1041341542702074,3,0,681.0,15.9,2007,60,7,269,61,17,11
4,1,2.9856819377004897,3.005682604407159,13,5,2361.0,8.5,1987,45,8,114,121,108,3
3,1,4.797442073635214,4.802380355275797,13,5,513.0,11.3,2013,24,30,2,238,17,8
9,2,3.4372078191851885,3.4468078929142076,11,4,218.0,12.0,2011,49,15,154,233,1,5
7,2,3.391147045808654,3.4011973816621555,15,7,225.0,10.3,2008,63,33,27,129,27,12
11,0,2.5572273113676265,2.5649493574615367,17,6,3.0,5.6,1991,105,27,119,69,91,0
11,0,2.5649493574615367,2.5952547069568657,5,6,4.0,5.9,2010,105,32,145,195,89,0
8,2,2.0149030205422647,3.462606009790799,14,7,3.0,6.9,2007,105,32,156,274,116,7
11,0,2.4069451083182885,2.4336133554004498,5,6,3.0,5.9,2010,105,32,145,195,89,0
11,0,3.2188758248682006,3.2347491740244907,3,0,1041.0,16.8,2015,62,27,259,34,83,30
11,0,2.4159137783010487,2.4336133554004498,17,6,3.0,6.1,1991,105,27,119,69,91,0
5,2,3.765840495250065,3.7773481021015445,14,7,3554.0,12.6,2007,0,15,107,223,40,21
5,2,-0.6931471805599453,3.1986731175506815,5,6,3.0,5.2,2005,106,27,130,112,77,0
0,2,-0.5108256237659907,1.252762968495368,5,6,4.0,5.3,2005,105,27,130,112,77,0
11,0,0.3364722366212129,0.5877866649021191,17,6,1.0,5.0,1991,105,27,119,69,91,0
11,0,0.4054651081081644,0.5877866649021191,5,6,2.0,6.7,2010,105,32,145,195,89,0
11,0,2.5952547069568657,2.617395832834079,3,0,1380.0,16.3,2004,6,26,172,276,81,21
2,1,-0.5108256237659907,4.600157644164547,17,6,5.0,5.6,1995,64,27,79,77,67,36
12,4,-0.2231435513142097,1.252762968495368,5,6,4.0,5.3,2005,105,27,130,112,77,0
4,2,0.09531017980432493,1.252762968495368,5,6,4.0,5.3,2005,105,27,130,112,77,0
4,2,0.0,4.600157644164547,17,6,5.0,5.6,1995,64,27,79,77,67,36
4,2,3.7999735016195233,3.8110970868381857,4,7,548.0,12.2,2009,8,1,227,101,69,30
9,2,3.1654750481410856,3.1822118404966093,11,4,252.0,12.8,2009,63,2,116,190,115,5
11,0,1.791759469228055,2.6741486494265287,5,6,4.0,6.8,2010,105,32,145,195,89,0
3,1,2.4159137783010487,3.1570004211501135,5,6,4.0,5.3,2005,105,27,130,112,77,0
11,0,3.4531571205928664,3.462606009790799,3,0,318.0,12.5,1999,120,22,36,135,41,14
11,0,2.653241964607215,2.681021528714291,17,6,2.0,6.1,1991,105,27,119,69,91,0
11,0,-0.35667494393873245,2.4336133554004498,5,6,4.0,6.4,2010,105,32,145,195,89,0
2,1,3.1570004211501135,3.462606009790799,14,7,3.0,6.9,2007,105,32,156,274,116,7
3,1,1.8562979903656263,2.970414465569701,17,6,3.0,5.0,1995,64,27,79,77,67,36
4,1,-2.3025850929940455,3.1570004211501135,5,6,4.0,5.3,2005,105,27,130,112,77,0
6,2,-1.2039728043259361,2.970414465569701,17,6,3.0,5.0,1995,64,27,79,77,67,36
6,2,3.8877303128591016,3.8958936234982624,11,4,3378.0,13.5,2015,67,24,125,197,44,22
11,0,1.8562979903656263,1.8870696490323797,14,7,4.0,6.9,2007,105,32,156,274,116,7
12,4,0.7419373447293773,1.0986122886681098,17,6,4.0,5.6,1995,64,27,79,77,67,36
12,4,1.6094379124341003,3.1570004211501135,5,6,4.0,5.3,2005,105,27,130,112,77,0
12,4,3.261935314328648,3.292126286607793,10,3,5069.0,15.3,2006,96,24,237,289,72,26
11,0,2.424802725718295,2.4595888418037104,17,6,2.0,5.2,1991,105,27,119,69,91,0
11,0,3.0301337002713233,3.044522437723423,3,0,5267.0,17.9,2001,5,17,123,186,56,21
2,1,1.4586150226995167,2.9444389791664403,14,7,76.0,6.0,2007,64,32,156,274,116,7
7,2,3.1986731175506815,3.2108436531709366,15,7,301.0,10.4,2007,63,15,24,128,26,12
2,1,-0.6931471805599453,3.4719664525503626,5,6,2.0,5.1,2005,105,27,130,112,77,0
2,1,2.163323025660538,3.817712325956905,15,7,1479.0,11.6,2015,41,22,61,179,41,16
11,0,1.7404661748405046,1.824549292051046,5,6,5.0,5.0,2010,105,32,145,195,89,0
11,0,1.7749523509116738,1.824549292051046,17,6,3.0,5.7,1991,105,27,119,69,91,0
11,0,1.7578579175523736,1.8082887711792655,3,0,1906.0,16.3,2005,74,17,177,261,81,21
6,2,-1.6094379124341003,3.4719664525503626,5,6,2.0,5.1,2005,105,27,130,112,77,0
5,2,3.6913763343125234,3.7013019741124933,15,7,230.0,11.5,2013,11,34,1,111,27,10
11,0,1.8082887711792655,1.8562979903656263,5,6,6.0,7.5,2010,105,32,145,195,89,0
11,0,1.9021075263969205,1.9315214116032138,17,6,2.0,5.7,1991,105,27,119,69,91,0
11,0,3.696351468952637,3.7013019741124933,3,0,1301.0,17.7,1996,44,26,194,271,69,24
8,2,2.624668592163159,2.9444389791664403,14,7,76.0,6.0,2007,64,32,156,274,116,7
11,0,1.62924053973028,1.667706820558076,5,6,5.0,6.7,2010,105,32,145,195,89,0
11,0,1.6486586255873816,1.7047480922384253,17,6,2.0,5.3,1991,105,27,119,69,91,0
11,0,1.3862943611198906,1.5260563034950492,5,6,5.0,6.1,2010,105,32,145,195,89,0
11,0,3.6027767550605247,3.6136169696133895,3,0,677.0,17.2,2015,118,27,260,23,83,30
11,0,1.4350845252893227,1.5686159179138452,17,6,2.0,5.4,1991,105,27,119,69,91,0
7,2,-1.2039728043259361,3.4719664525503626,5,6,2.0,5.1,2005,105,27,130,112,77,0
7,2,3.2347491740244907,3.246490991901174,15,7,240.0,10.8,2008,63,15,43,141,32,14
4,2,-0.2231435513142097,2.2192034840549946,5,6,4.0,5.2,2005,106,27,130,112,77,0
11,0,2.2823823856765264,2.312535423847214,17,6,3.0,4.7,1991,105,27,119,69,91,0
11,0,2.272125885509337,2.312535423847214,5,6,7.0,5.5,2010,105,32,145,195,89,0
9,2,3.7887247890836524,3.7999735016195233,11,4,1615.0,11.9,2012,56,30,157,214,116,6
6,2,3.5779478934066544,3.817712325956905,15,7,1479.0,11.6,2015,41,22,61,179,41,16
6,2,-0.6931471805599453,2.2192034840549946,5,6,4.0,5.2,2005,106,27,130,112,77,0
5,2,2.517696472610991,2.5494451709255714,15,7,6.0,5.7,2008,63,33,27,129,27,12
11,0,2.33214389523559,2.3702437414678603,5,6,4.0,8.0,2010,105,32,145,195,89,0
11,0,2.3608540011180215,2.379546134130174,17,6,1.0,4.3,1991,105,27,119,69,91,0
3,1,1.7749523509116738,3.5553480614894135,11,4,5.0,5.0,2016,48,11,26,93,25,11
11,0,-0.6931471805599453,0.1823215567939546,5,6,3.0,8.1,2009,105,27,150,146,84,0
11,0,-0.2231435513142097,0.1823215567939546,5,6,3.0,7.3,2005,105,27,130,112,77,0
11,0,0.6418538861723947,0.6931471805599453,5,6,4.0,7.5,2010,105,32,145,195,89,0
11,0,2.5726122302071057,2.580216829592325,3,0,300.0,7.0,2002,2,26,204,310,86,24
11,0,0.7419373447293773,0.8329091229351039,17,6,1.0,4.3,1991,105,27,119,69,91,0
4,2,-0.10536051565782628,4.01096295328305,17,6,63.0,8.9,1995,64,27,79,77,67,36
9,2,2.8449093838194073,2.8678989020441064,11,4,248.0,11.3,2006,63,7,104,153,114,4
7,2,-0.6931471805599453,2.2823823856765264,5,6,4.0,6.8,2009,105,27,150,146,84,0
7,2,3.2308043957334744,3.242592351485517,15,7,1722.0,10.3,2010,60,27,58,171,41,16
8,2,3.0633909220278057,3.086486636822455,15,7,4.0,5.3,2010,63,17,181,281,0,8
5,2,-1.2039728043259361,3.068052935133617,5,6,2.0,6.0,2005,105,27,130,112,77,0
5,2,3.269568939183719,3.2846635654062037,15,7,666.0,10.4,2007,60,11,59,167,40,16
11,0,-0.5108256237659907,-0.10536051565782628,5,6,7.0,5.7,2005,106,27,130,112,77,0
11,0,-0.6931471805599453,-0.2231435513142097,5,6,7.0,5.8,2009,106,27,150,146,84,0
11,0,3.295836866004329,3.3032169733019514,3,0,1169.0,13.7,2015,6,17,236,6,83,30
1,3,3.3463891451671604,3.5553480614894135,11,4,5.0,5.0,2016,48,11,26,93,25,11
11,0,1.6863989535702288,1.7404661748405046,3,0,66.0,14.3,2005,64,7,14,83,26,11
7,2,-0.6931471805599453,1.8082887711792655,5,6,3.0,5.6,2005,106,27,130,112,77,0
7,2,3.1354942159291497,3.1484533605716547,11,4,3198.0,12.6,2004,67,24,118,200,48,21
3,1,-0.35667494393873245,2.2082744135228043,5,6,4.0,6.1,2009,105,27,150,146,84,0
5,2,2.509599262378372,2.5416019934645457,15,7,304.0,7.8,2008,63,33,27,129,27,12
4,2,-0.10536051565782628,2.2082744135228043,5,6,4.0,6.1,2009,105,27,150,146,84,0
4,2,0.3364722366212129,0.8754687373538999,5,6,4.0,6.7,2005,106,27,130,112,77,0
11,0,3.903990833730882,3.9080149840306073,17,6,3.0,5.4,1991,105,27,119,69,91,0
11,0,3.9080149840306073,3.910021002757473,5,6,6.0,6.2,2010,105,32,145,195,89,0
9,2,2.6100697927420065,2.6390573296152584,14,7,123.0,7.6,2007,105,32,156,274,116,7
11,0,2.803360380906535,2.8154087194227095,17,6,2.0,5.3,1991,105,27,119,69,91,0
11,0,2.803360380906535,2.8094026953624978,5,6,3.0,6.6,2010,105,32,145,195,89,0
11,0,1.8870696490323797,1.9459101490553132,15,7,4.0,5.2,2010,63,17,181,281,0,8
11,0,-0.916290731874155,-0.35667494393873245,17,6,1.0,3.9,1979,105,27,68,123,73,36
11,0,0.1823215567939546,0.4054651081081644,17,6,2.0,4.8,1991,105,27,119,69,91,0
11,0,2.517696472610991,2.5494451709255714,3,0,366.0,9.6,2008,26,17,267,86,25,12
11,0,0.5877866649021191,0.6931471805599453,17,6,4.0,8.1,1979,105,27,68,123,73,36
11,0,0.4054651081081644,0.5877866649021191,17,6,2.0,5.2,1991,105,27,119,69,91,0
11,0,3.0204248861443626,3.0301337002713233,3,0,1108.0,11.7,2016,62,27,263,35,83,30
11,0,1.1631508098056809,1.252762968495368,5,6,5.0,5.0,2010,105,32,145,195,89,0
9,2,-0.916290731874155,1.589235205116581,17,6,2.0,4.1,1979,105,27,68,123,73,36
1,3,-0.6931471805599453,1.589235205116581,17,6,2.0,4.1,1979,105,27,68,123,73,36
6,2,-0.2231435513142097,3.681351187693145,5,6,3.0,5.1,2009,106,27,150,146,84,0
6,2,-0.2231435513142097,4.258445572902527,5,6,3.0,4.9,2005,106,27,130,112,77,0
6,2,-0.10536051565782628,1.589235205116581,17,6,2.0,4.1,1979,105,27,68,123,73,36
6,2,4.448516375942715,4.4520190064939165,15,7,484.0,5.4,2013,69,11,109,229,40,21
11,0,2.7536607123542622,2.772588722239781,3,0,1187.0,16.0,2005,6,6,171,264,81,21
11,0,2.580216829592325,2.5952547069568657,17,6,2.0,4.7,1991,105,27,119,69,91,0
11,0,2.5877640352277083,2.6026896854443837,5,6,4.0,7.4,2010,105,32,145,195,89,0
3,1,4.00369019395397,4.012772908528289,13,5,2433.0,7.8,1982,9,29,55,151,107,2
11,0,1.33500106673234,1.3862943611198906,5,6,3.0,5.7,2010,105,32,145,195,89,0
11,0,1.3609765531356006,1.4350845252893227,17,6,3.0,5.3,1991,105,27,119,69,91,0
11,0,2.884800712846709,2.89591193827178,3,0,1360.0,12.3,1998,73,17,164,253,81,21
1,3,2.9652730660692823,2.9856819377004897,11,4,1374.0,11.7,2007,114,30,235,5,12,9
11,0,0.8754687373538999,1.0647107369924282,5,6,2.0,5.8,2010,105,32,145,195,89,0
11,0,2.9856819377004897,3.0007198150650303,3,0,668.0,15.0,2007,118,8,155,237,80,21
11,0,0.9555114450274363,1.0647107369924282,17,6,1.0,5.5,1991,105,27,119,69,91,0
5,2,-0.916290731874155,2.8791984572980396,5,6,3.0,5.8,2009,105,27,150,146,84,0
5,2,3.7376696182833684,3.7495040759303713,15,7,503.0,6.5,2008,11,15,43,141,32,14
9,2,3.288401887516811,3.3068867021909143,11,4,1619.0,11.2,2009,56,2,116,190,115,5
7,2,3.5553480614894135,3.563882963939251,15,7,482.0,7.1,2007,63,15,24,128,26,12
11,0,2.151762203259462,2.2082744135228043,5,6,3.0,6.5,2010,105,32,145,195,89,0
11,0,2.174751721484161,2.2082744135228043,17,6,3.0,6.3,1991,105,27,119,69,91,0
11,0,2.803360380906535,2.8154087194227095,3,0,700.0,11.6,2012,118,12,244,49,83,30
11,0,-0.10536051565782628,1.9021075263969205,5,6,2.0,7.6,2010,105,32,145,195,89,0
2,1,5.017941869278694,5.021245473208271,6,1,255.0,8.4,2008,103,27,93,211,112,3
6,2,-1.6094379124341003,4.258445572902527,5,6,3.0,4.9,2005,106,27,130,112,77,0
6,2,3.3357695763397,3.349904087274605,15,7,342.0,7.1,2015,11,16,50,148,34,16
11,0,1.8082887711792655,1.8562979903656263,3,0,483.0,12.4,2005,1,27,269,60,17,11
11,0,1.8562979903656263,1.916922612182061,17,6,3.0,8.0,1991,105,27,119,69,91,0
10,3,2.9069010598473755,2.928523523860541,14,7,7.0,7.2,2007,101,32,156,274,116,7
11,0,0.9162907318741551,0.9555114450274363,17,6,3.0,6.8,1991,105,27,119,69,91,0
11,0,0.9555114450274363,1.0296194171811581,5,6,3.0,6.7,2010,105,32,145,195,89,0
11,0,3.104586678466073,3.109060958860994,3,0,793.0,10.0,2015,118,27,260,26,83,30
5,1,-0.916290731874155,0.0,5,6,5.0,8.0,2010,105,32,145,195,89,0
5,1,4.906755163608864,4.9104465668408235,7,1,2110.0,14.1,2000,42,23,210,278,5,9
11,0,-0.6931471805599453,-0.2231435513142097,5,6,3.0,6.7,2010,105,32,145,195,89,0
11,0,1.6863989535702288,1.7404661748405046,17,6,2.0,6.5,1991,105,27,119,69,91,0
11,0,2.714694743820879,2.72785282839839,3,0,1914.0,15.3,2004,74,26,178,260,81,21
11,0,-0.10536051565782628,1.0986122886681098,17,6,7.0,9.9,1991,105,27,119,69,91,0
9,2,2.9338568698359038,2.954910279033736,11,4,596.0,6.6,2004,7,27,81,149,106,3
7,2,3.242592351485517,3.258096538021482,15,7,2457.0,8.9,2007,17,21,198,64,12,9
5,2,3.4995332823830174,3.5145260669691587,15,7,2132.0,10.3,2011,74,30,66,183,40,16
5,2,-0.2231435513142097,3.0301337002713233,5,6,1.0,3.9,2005,105,27,130,112,77,0
4,2,-0.2231435513142097,3.3945083935113587,5,6,2.0,5.2,2005,106,27,130,112,77,0
12,4,-0.5108256237659907,4.189654742026425,5,6,3.0,5.7,2009,105,27,150,146,84,0
12,4,-0.5108256237659907,3.3945083935113587,5,6,2.0,5.2,2005,106,27,130,112,77,0
4,2,-0.6931471805599453,3.3945083935113587,5,6,2.0,5.2,2005,106,27,130,112,77,0
3,1,1.6094379124341003,4.189654742026425,5,6,3.0,5.7,2009,105,27,150,146,84,0
11,0,2.833213344056216,2.8507065015037334,5,6,3.0,5.8,2010,105,32,145,195,89,0
11,0,3.269568939183719,3.2809112157876537,8,0,348.0,14.2,2005,120,22,75,162,49,18
11,0,2.5952547069568657,2.6100697927420065,17,6,2.0,5.1,1991,105,27,119,69,91,0
11,0,2.1162555148025524,2.1400661634962708,15,7,146.0,5.0,2010,63,17,181,281,0,8
11,0,2.3978952727983707,2.424802725718295,14,7,43.0,8.8,2007,101,32,156,274,116,7
11,0,1.0296194171811581,1.0986122886681098,5,6,3.0,6.1,2010,105,32,145,195,89,0
11,0,1.0986122886681098,1.1939224684724346,17,6,3.0,6.9,1991,105,27,119,69,91,0
11,0,3.288401887516811,3.292126286607793,3,0,2803.0,9.7,2001,46,26,149,245,68,21
8,2,3.1354942159291497,3.152736022363656,11,4,246.0,10.5,2006,63,7,104,153,114,4
11,0,3.1354942159291497,3.1441522786722644,3,0,1306.0,11.0,2008,98,26,159,249,69,21
11,0,0.47000362924573563,0.5877866649021191,17,6,3.0,6.1,1991,105,27,119,69,91,0
11,0,0.47000362924573563,0.6418538861723947,5,6,3.0,5.8,2010,105,32,145,195,89,0
11,0,2.186051276738094,2.2082744135228043,3,0,94.0,8.5,2005,101,27,271,50,17,12
3,1,2.803360380906535,3.3945083935113587,5,6,2.0,5.2,2005,106,27,130,112,77,0
9,2,3.131136910560194,3.152736022363656,11,4,1327.0,10.9,2009,6,2,116,185,115,5
3,1,3.9180050771056933,3.9259259105971376,6,1,356.0,8.0,2008,26,23,132,241,116,4
5,2,-0.5108256237659907,3.3945083935113587,5,6,2.0,5.2,2005,106,27,130,112,77,0
5,2,3.3638415951183864,3.380994674344636,2,7,238.0,5.0,2010,105,17,58,172,41,16
5,1,2.0794415416798357,4.189654742026425,5,6,3.0,5.7,2009,105,27,150,146,84,0
4,2,0.26236426446749106,4.189654742026425,5,6,3.0,5.7,2009,105,27,150,146,84,0
4,2,3.2733640101522705,3.288401887516811,4,7,1484.0,9.2,2009,100,17,222,106,69,30
4,2,0.26236426446749106,0.5877866649021191,5,6,3.0,5.7,2005,105,27,130,112,77,0
12,4,0.4054651081081644,0.9162907318741551,5,6,3.0,5.7,2005,105,27,130,112,77,0
12,4,0.4054651081081644,0.9555114450274363,5,6,2.0,6.3,2009,105,27,150,146,84,0
12,4,3.487375077903208,3.5234150143864045,10,3,5101.0,13.0,2010,96,24,5,323,78,28
7,2,3.824284091120139,3.832979798087693,15,7,807.0,11.1,2014,60,22,97,217,40,21
7,2,-0.6931471805599453,2.151762203259462,5,6,3.0,5.1,2009,105,27,150,146,84,0
11,0,3.3638415951183864,3.374168709274236,5,6,3.0,5.9,2010,105,32,145,195,89,0
11,0,3.367295829986474,3.370738174177447,17,6,3.0,5.9,1991,105,27,119,69,91,0
11,0,3.4436180975461075,3.449987545831587,3,0,3092.0,15.2,1993,70,17,166,266,81,21
6,2,-0.5108256237659907,0.09531017980432493,5,6,3.0,5.7,2009,105,27,150,146,84,0
6,2,4.194189897191817,4.2017030805426,14,7,126.0,6.8,2006,105,35,62,178,40,16
11,0,-0.6931471805599453,-0.10536051565782628,17,6,3.0,6.2,1991,105,27,119,69,91,0
11,0,3.295836866004329,3.3068867021909143,3,0,433.0,6.9,2001,2,17,202,292,85,24
11,0,-0.5108256237659907,0.0,5,6,3.0,6.8,2010,105,32,145,195,89,0
11,0,3.4688560301359703,3.475067230228611,3,0,1513.0,13.6,1999,73,26,163,265,81,21
11,0,-0.2231435513142097,0.0,17,6,3.0,6.7,1991,105,27,119,69,91,0
11,0,-0.2231435513142097,0.09531017980432493,5,6,3.0,5.8,2010,105,32,145,195,89,0
3,1,3.580737295494233,3.970291913552122,5,6,4.0,9.4,2005,105,27,130,112,77,0
11,0,0.1823215567939546,0.3364722366212129,5,6,3.0,7.7,2005,105,27,130,112,77,0
