Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Imo,Voyage Origin Port
2,Oil and Products Terminal,37.5,37.9,Crude Oil Tanker,WET BULK,3727.0,12.4,9579030,DJENO
5,Oil and Products Terminal,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.8,9319179,SINES ANCH
5,Oil and Products Terminal,26.1,26.5,Oil/Chemical Tanker,WET BULK,638.0,6.1,9373137,LEIXOES
Container,Container Terminal XXI,0.8,1.0,Tug,SUPPORTING VESSELS,4.0,6.4,9803821,SINES
Container,Container Terminal XXI,0.9,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.7,9525443,SINES
Container,Container Terminal XXI,29.5,29.6,Container Ship,CONTAINER SHIPS,2378.0,16.8,9393307,HAIFA
Container,Container Terminal XXI,7.4,7.8,Tug,SUPPORTING VESSELS,4.0,6.3,9803821,SINES
Container,Container Terminal XXI,7.4,7.7,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.4,9525443,SINES
Container,Container Terminal XXI,21.4,21.6,Container Ship,CONTAINER SHIPS,671.0,15.7,9226920,VALENCIA
7,Oil and Products Terminal,25.7,26.2,Oil/Chemical Tanker,WET BULK,5.0,6.0,9555084,LEIXOES
Container,Container Terminal XXI,11.3,11.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9525443,SINES
Container,Container Terminal XXI,11.1,11.3,Tug,SUPPORTING VESSELS,4.0,5.4,9803821,SINES
Container,Container Terminal XXI,35.8,36.1,Container Ship,CONTAINER SHIPS,1422.0,14.5,9702091,ANTWERP
5,Oil and Products Terminal,25.9,26.2,Oil/Chemical Tanker,WET BULK,154.0,6.3,9396000,BARREIRO
5,Oil and Products Terminal,0.3,26.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.2,9319179,SINES
Container,Container Terminal XXI,7.6,7.9,Oil Products Tanker,WET BULK,3.0,5.3,9428671,SINES
Container,Container Terminal XXI,6.3,6.8,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.0,9525443,SINES
Container,Container Terminal XXI,6.2,6.5,Tug,SUPPORTING VESSELS,5.0,6.0,9803821,SINES
Container,Container Terminal XXI,18.3,18.6,Container Ship,CONTAINER SHIPS,666.0,16.0,9287900,VALENCIA
6,Oil and Products Terminal,7.6,8.0,Oil Products Tanker,WET BULK,64.0,9.4,9428671,LISBOA
5,Oil and Products Terminal,21.2,21.5,Oil/Chemical Tanker,WET BULK,729.0,9.9,9466714,BAYONNE
Container,Container Terminal XXI,24.0,24.4,Container Ship,CONTAINER SHIPS,666.0,9.1,9778105,VALENCIA
Container,Container Terminal XXI,0.4,0.8,Tug,SUPPORTING VESSELS,3.0,5.8,9803821,SINES
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.8,9525443,SINES
7,Oil and Products Terminal,28.4,28.9,LPG Tanker,LPG CARRIERS,1658.0,12.7,9474539,STENUNGSUND
Container,Container Terminal XXI,1.6,1.7,Tug,SUPPORTING VESSELS,3.0,7.2,9803821,SINES
Container,Container Terminal XXI,1.7,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.7,9525443,SINES
6,Oil and Products Terminal,21.5,21.8,LPG Tanker,LPG CARRIERS,245.0,11.3,9355290,LEIXOES
3,Multi Purpose Terminal,0.6,247.0,Tug,SUPPORTING VESSELS,4.0,5.8,7626085,SINES
3,Multi Purpose Terminal,23.6,24.2,Oil/Chemical Tanker,WET BULK,245.0,9.6,9555084,LEIXOES
Container,Container Terminal XXI,0.3,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.4,9525443,SINES
Container,Container Terminal XXI,0.4,0.9,Tug,SUPPORTING VESSELS,6.0,6.0,9803821,SINES
Container,Container Terminal XXI,16.1,16.4,Container Ship,CONTAINER SHIPS,355.0,7.1,9290488,ALGECIRAS
Container,Container Terminal XXI,0.3,0.9,Tug,SUPPORTING VESSELS,3.0,5.0,9803821,SINES
Container,Container Terminal XXI,19.5,19.7,Container Ship,CONTAINER SHIPS,2375.0,15.8,9330068,HAIFA
Container,Container Terminal XXI,0.8,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.3,9525443,SINES
Container,Container Terminal XXI,0.8,1.2,Tug,SUPPORTING VESSELS,3.0,6.4,9803821,SINES
6,Oil and Products Terminal,21.0,21.3,LPG Tanker,LPG CARRIERS,1092.0,10.2,9876335,BELFAST
5,Oil and Products Terminal,83.2,83.5,Oil/Chemical Tanker,WET BULK,3807.0,12.5,9732931,OWENDO
5,Oil and Products Terminal,0.5,50.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.3,9319179,SINES ANCH
4,Oil and Products Terminal,0.4,247.0,Tug,SUPPORTING VESSELS,4.0,5.8,7626085,SINES
5,Oil and Products Terminal,1.1,3.6,Tug,SUPPORTING VESSELS,1.0,5.3,7626085,SINES
5,Oil and Products Terminal,33.0,33.4,Oil/Chemical Tanker,WET BULK,1120.0,9.3,9373230,LEIXOES
Container,Container Terminal XXI,8.0,8.3,Container Ship,CONTAINER SHIPS,1257.0,14.8,9315018,NAPOLI
Container,Container Terminal XXI,0.8,1.3,Tug,SUPPORTING VESSELS,4.0,6.1,9008653,SINES
Container,Container Terminal XXI,13.4,13.8,Tug,SUPPORTING VESSELS,5.0,5.2,9803821,SINES
Container,Container Terminal XXI,43.1,43.6,Container Ship,CONTAINER SHIPS,7234.0,14.1,9931290,TANJUNG PELEPAS
Container,Container Terminal XXI,3.5,3.6,Tug,SUPPORTING VESSELS,3.0,6.4,9803821,SINES
Container,Container Terminal XXI,8.4,8.7,Container Ship,CONTAINER SHIPS,683.0,16.3,9326940,TENERIFE
Container,Container Terminal XXI,0.3,0.6,Tug,SUPPORTING VESSELS,4.0,6.9,9803821,SINES
Container,Container Terminal XXI,13.5,13.8,Container Ship,CONTAINER SHIPS,1108.0,15.9,9285665,LE HAVRE
Container,Container Terminal XXI,0.5,0.7,Tug,SUPPORTING VESSELS,4.0,7.1,9008653,SINES
Container,Container Terminal XXI,18.0,18.2,Container Ship,CONTAINER SHIPS,66.0,11.3,9315006,LISBOA
5,Oil and Products Terminal,29.4,29.7,Oil/Chemical Tanker,WET BULK,224.0,6.9,9308558,LEIXOES
5,Oil and Products Terminal,0.3,53.9,Tug,SUPPORTING VESSELS,1.0,6.5,7626085,SINES
6,Oil and Products Terminal,0.2,6.1,Tug,SUPPORTING VESSELS,4.0,8.4,7626085,SINES
6,Oil and Products Terminal,17.8,18.2,Oil Products Tanker,WET BULK,5.0,7.0,9428671,SETUBAL
2,Oil and Products Terminal,3.1,6.1,Tug,SUPPORTING VESSELS,4.0,8.4,7626085,SINES
Container,Container Terminal XXI,0.4,0.6,Tug,SUPPORTING VESSELS,3.0,8.3,7626085,SINES
Container,Container Terminal XXI,3.6,3.8,Oil Products Tanker,WET BULK,4.0,5.6,9428671,SETUBAL
6,Oil and Products Terminal,0.3,29.0,Tug,SUPPORTING VESSELS,1.0,6.8,7626085,SINES
Container,Container Terminal XXI,14.1,14.5,Tug,SUPPORTING VESSELS,4.0,6.8,9803821,SINES
1B,Multi Purpose Terminal,15.8,41.3,Oil/Chemical Tanker,WET BULK,1155.0,11.2,9390305,ANTWERP
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,9525443,SINES
Container,Container Terminal XXI,14.3,14.6,Container Ship,CONTAINER SHIPS,1791.0,17.3,9294408,PIRAEUS
Container,Container Terminal XXI,1.7,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9525443,SINES
Container,Container Terminal XXI,133.5,133.7,Heavy Load Carrier,DRY BREAKBULK,3447.0,10.1,8414738,HALIFAX
Container,Container Terminal XXI,1.7,1.9,Tug,SUPPORTING VESSELS,3.0,5.3,9803821,SINES
1A,Multi Purpose Terminal,174.1,174.6,Livestock Carrier,OTHER MARKETS,2258.0,12.5,9621209,HAIFA
Container,Container Terminal XXI,1.6,1.9,Tug,SUPPORTING VESSELS,3.0,7.0,9803821,SINES
Container,Container Terminal XXI,17.9,18.2,Container Ship,CONTAINER SHIPS,1030.0,12.2,9289960,CAGLIARI
Container,Container Terminal XXI,1.7,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,9525443,SINES
Container,Container Terminal XXI,1.4,1.5,Tug,SUPPORTING VESSELS,3.0,10.4,9803821,SINES
Container,Container Terminal XXI,1.5,1.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.3,9525443,SINES
2,Oil and Products Terminal,1.6,29.0,Tug,SUPPORTING VESSELS,1.0,6.8,7626085,SINES
7,Oil and Products Terminal,0.4,29.0,Tug,SUPPORTING VESSELS,1.0,6.8,7626085,SINES
7,Oil and Products Terminal,19.2,19.6,Oil/Chemical Tanker,WET BULK,1082.0,9.3,9555084,SETUBAL
5,Oil and Products Terminal,0.4,29.0,Tug,SUPPORTING VESSELS,1.0,6.8,7626085,SINES
5,Oil and Products Terminal,0.3,103.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,9503512,SINES
Container,Container Terminal XXI,0.6,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.5,9525443,SINES
6,Oil and Products Terminal,0.3,29.0,Tug,SUPPORTING VESSELS,1.0,6.8,7626085,SINES
6,Oil and Products Terminal,24.6,41.3,Oil/Chemical Tanker,WET BULK,1155.0,11.2,9390305,ANTWERP
4,Oil and Products Terminal,1.7,103.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,9503512,SINES
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.4,9525443,SINES
Container,Container Terminal XXI,0.5,0.7,Tug,SUPPORTING VESSELS,4.0,6.4,9803821,SINES
Container,Container Terminal XXI,23.2,23.4,Container Ship,CONTAINER SHIPS,1000.0,14.3,9301330,LE HAVRE
Container,Container Terminal XXI,2.8,3.1,Tug,SUPPORTING VESSELS,3.0,5.9,9803821,SINES
Container,Container Terminal XXI,32.0,32.3,Container Ship,CONTAINER SHIPS,310.0,11.9,9039250,VIGO
Container,Container Terminal XXI,2.8,3.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9525443,SINES
Container,Container Terminal XXI,2.8,3.2,Tug,SUPPORTING VESSELS,4.0,6.6,9803821,SINES
Container,Container Terminal XXI,3.0,3.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9525443,SINES
Container,Container Terminal XXI,17.2,17.4,Container Ship,CONTAINER SHIPS,669.0,13.3,9196852,VALENCIA
Container,Container Terminal XXI,1.0,1.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.8,9525443,SINES
2,Oil and Products Terminal,0.6,17.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,9319179,SINES ANCH
Container,Container Terminal XXI,1.4,1.5,Tug,SUPPORTING VESSELS,3.0,10.7,9803821,SINES
4,Oil and Products Terminal,0.5,17.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9503512,SINES
3,Oil and Products Terminal,1.4,19.9,Tug,SUPPORTING VESSELS,2.0,5.4,7626085,SINES
1B,Multi Purpose Terminal,1.5,17.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9503512,SINES
5,Oil and Products Terminal,1.1,19.9,Tug,SUPPORTING VESSELS,2.0,5.4,7626085,SINES
5,Oil and Products Terminal,1.2,17.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,9319179,SINES ANCH
5,Oil and Products Terminal,1.1,17.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9503512,SINES
5,Oil and Products Terminal,26.5,27.0,Crude Oil Tanker,WET BULK,7.0,5.2,9831854,ROTTERDAM
Sines LNG,REN Atlantico Terminal LNG,0.6,27.9,Tug,SUPPORTING VESSELS,2.0,5.3,7626085,SINES
Sines LNG,REN Atlantico Terminal LNG,0.6,27.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9319179,SINES
2,Multi Purpose Terminal,0.7,27.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9503512,SINES
Container,Container Terminal XXI,3.9,4.2,Oil Products Tanker,WET BULK,4.0,9.1,9428671,SINES
Container,Container Terminal XXI,0.3,0.7,Tug,SUPPORTING VESSELS,3.0,6.2,9803821,SINES
Container,Container Terminal XXI,31.0,31.3,Container Ship,CONTAINER SHIPS,283.0,11.0,9167942,CASABLANCA
6,Oil and Products Terminal,4.9,5.3,Oil Products Tanker,WET BULK,69.0,7.4,9428671,SETUBAL
Container,Container Terminal XXI,3.2,3.4,Tug,SUPPORTING VESSELS,5.0,7.7,9803821,SINES
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.3,9525443,SINES
Container,Container Terminal XXI,37.3,37.5,Container Ship,CONTAINER SHIPS,690.0,10.5,9778117,VALENCIA
5,Oil and Products Terminal,0.5,27.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9503512,SINES
5,Oil and Products Terminal,0.3,27.9,Tug,SUPPORTING VESSELS,2.0,5.3,7626085,SINES
Container,Container Terminal XXI,1.9,2.0,Tug,SUPPORTING VESSELS,4.0,6.4,9803821,SINES
Container,Container Terminal XXI,33.7,33.9,Container Ship,CONTAINER SHIPS,1207.0,12.2,9735218,ANTWERP
Container,Container Terminal XXI,2.1,2.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.4,9525443,SINES
Sines LNG,REN Atlantico Terminal LNG,0.7,27.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,0.8,27.9,Tug,SUPPORTING VESSELS,2.0,5.3,7626085,SINES
Sines LNG,REN Atlantico Terminal LNG,1.0,27.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9503512,SINES
Sines LNG,REN Atlantico Terminal LNG,25.1,25.8,LNG Tanker,LNG CARRIERS,4632.0,11.7,9213416,POINT FORTIN
2,Multi Purpose Terminal,0.4,27.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9319179,SINES
Container,Container Terminal XXI,0.7,0.7,Tug,SUPPORTING VESSELS,3.0,11.3,9803821,SINES
3,Oil and Products Terminal,0.3,1.9,Tug,SUPPORTING VESSELS,2.0,5.6,7626085,SINES
2,Oil and Products Terminal,1.4,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9319179,SINES
2,Oil and Products Terminal,1.3,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9503512,SINES
2,Oil and Products Terminal,37.3,37.8,Oil Products Tanker,WET BULK,8794.0,12.8,9935650,AUGUSTA
Container,Container Terminal XXI,1.1,1.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.9,9525443,SINES
Container,Container Terminal XXI,10.7,10.8,Container Ship,CONTAINER SHIPS,347.0,7.6,9221839,ALGECIRAS
7,Oil and Products Terminal,0.4,18.3,Tug,SUPPORTING VESSELS,3.0,5.3,7626085,SINES ANCH
7,Oil and Products Terminal,19.2,19.6,LPG Tanker,LPG CARRIERS,85.0,7.3,9355290,LEIXOES
Container,Container Terminal XXI,20.0,20.3,Container Ship,CONTAINER SHIPS,762.0,10.1,9450363,VALENCIA
Container,Container Terminal XXI,6.5,6.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.8,9525443,SINES
Container,Container Terminal XXI,6.2,6.8,Tug,SUPPORTING VESSELS,4.0,5.4,9803821,SINES
Container,Container Terminal XXI,1.3,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,9525443,SINES
Container,Container Terminal XXI,11.1,11.5,Container Ship,CONTAINER SHIPS,3.0,4.5,9232644,SINES ANCH
Container,Container Terminal XXI,1.7,2.0,Tug,SUPPORTING VESSELS,3.0,5.1,9803821,SINES
4,Oil and Products Terminal,0.7,18.2,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.0,9319179,SINES ANCH
4,Oil and Products Terminal,0.5,18.3,Tug,SUPPORTING VESSELS,3.0,5.3,7626085,SINES ANCH
4,Oil and Products Terminal,52.9,53.5,Crude Oil Tanker,WET BULK,8.0,4.9,9337391,SIKKA
Container,Container Terminal XXI,1.2,2.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.8,9525443,SINES
Container,Container Terminal XXI,1.3,2.1,Tug,SUPPORTING VESSELS,3.0,10.5,9803821,SINES
Container,Container Terminal XXI,0.5,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,9503512,SINES
3,Oil and Products Terminal,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,9503512,SINES ANCH
3,Oil and Products Terminal,1.1,2.0,Tug,SUPPORTING VESSELS,2.0,5.9,7626085,SINES
3,Oil and Products Terminal,54.0,54.4,Oil/Chemical Tanker,WET BULK,310.0,11.5,9373137,LEIXOES
Container,Container Terminal XXI,1.7,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.7,9319179,SINES
3,Multi Purpose Terminal,0.1,2.1,Tug,SUPPORTING VESSELS,3.0,6.2,7626085,SINES
3,Multi Purpose Terminal,0.1,2.1,Tug,SUPPORTING VESSELS,3.0,6.2,7626085,SINES
5,Oil and Products Terminal,0.5,2.1,Tug,SUPPORTING VESSELS,3.0,6.2,7626085,SINES
5,Oil and Products Terminal,1.4,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,9319179,SINES
5,Oil and Products Terminal,1.4,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,4.9,9503512,SINES
5,Oil and Products Terminal,30.1,30.5,Crude Oil Tanker,WET BULK,1173.0,12.1,9831854,ROTTERDAM
2,Oil and Products Terminal,0.9,60.4,Tug,SUPPORTING VESSELS,2.0,5.5,7626085,SINES
2,Oil and Products Terminal,0.7,53.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.9,9503512,SINES
7,Oil and Products Terminal,8.7,9.0,Oil Products Tanker,WET BULK,5.0,6.4,9428671,SETUBAL
1B,Multi Purpose Terminal,40.7,41.3,Oil/Chemical Tanker,WET BULK,1210.0,9.7,9508378,IJMUIDEN
2,Oil and Products Terminal,0.5,53.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.9,9503512,SINES
2,Oil and Products Terminal,0.7,53.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.9,9319179,SINES
3,Multi Purpose Terminal,0.1,60.4,Tug,SUPPORTING VESSELS,2.0,5.5,7626085,SINES
4,Oil and Products Terminal,0.3,60.4,Tug,SUPPORTING VESSELS,2.0,5.5,7626085,SINES
1B,Multi Purpose Terminal,43.7,59.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,12.2,9525443,SINES
2,Multi Purpose Terminal,2.5,59.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,12.2,9525443,SINES
Container,Container Terminal XXI,0.6,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,5.9,9503512,SINES ANCH
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,5.9,9319179,SINES ANCH
Container,Container Terminal XXI,59.4,59.7,Container Ship,CONTAINER SHIPS,1173.0,16.2,9777618,ANTWERP
Container,Container Terminal XXI,0.4,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,8.0,11.0,9525443,SINES
Container,Container Terminal XXI,2.2,2.5,Tug,SUPPORTING VESSELS,3.0,5.3,9803821,SINES
Container,Container Terminal XXI,66.2,66.6,Container Ship,CONTAINER SHIPS,5399.0,16.9,9720457,MUNDRA
4,Oil and Products Terminal,0.5,60.4,Tug,SUPPORTING VESSELS,2.0,5.5,7626085,SINES
4,Oil and Products Terminal,29.5,29.8,Oil/Chemical Tanker,WET BULK,6.0,5.8,9373230,LEIXOES
Container,Container Terminal XXI,0.1,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.7,9525443,SINES
Container,Container Terminal XXI,1.3,6.9,Tug,SUPPORTING VESSELS,3.0,0.0,9803821,SINES
2,Oil and Products Terminal,0.2,11.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9503512,SINES
Container,Container Terminal XXI,8.3,8.6,Container Ship,CONTAINER SHIPS,1184.0,17.0,9297876,ANTWERP
Container,Container Terminal XXI,1.4,1.7,Tug,SUPPORTING VESSELS,4.0,5.5,9803821,SINES
2,Oil and Products Terminal,1.3,11.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.4,9319179,SINES ANCH
2,Oil and Products Terminal,1.3,11.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9503512,SINES
2,Oil and Products Terminal,68.5,68.9,Crude Oil Tanker,WET BULK,3947.0,11.7,9427627,PORTO DO ACU
1A,Multi Purpose Terminal,24.4,24.8,Oil Products Tanker,WET BULK,5.0,6.1,9428671,SETUBAL
3,Multi Purpose Terminal,9.7,10.1,LPG Tanker,LPG CARRIERS,248.0,12.0,9355290,LEIXOES
6,Oil and Products Terminal,4.1,4.3,LPG Tanker,LPG CARRIERS,571.0,12.1,9697492,GIJON
Container,Container Terminal XXI,7.2,7.3,Container Ship,CONTAINER SHIPS,4.0,0.0,9354416,SINES
Container,Container Terminal XXI,0.2,0.8,Container Ship,CONTAINER SHIPS,480.0,15.4,9354416,AGADIR
Container,Container Terminal XXI,1.2,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.6,9525443,SINES
Container,Container Terminal XXI,9.7,9.9,Tug,SUPPORTING VESSELS,3.0,5.1,9803821,SINES
Container,Container Terminal XXI,22.6,22.9,Container Ship,CONTAINER SHIPS,1031.0,15.5,9618290,LE HAVRE
3,Oil and Products Terminal,29.9,30.2,Oil/Chemical Tanker,WET BULK,1.0,6.1,9308558,SINES ANCH
Container,Container Terminal XXI,6.3,6.6,Container Ship,CONTAINER SHIPS,47.0,12.9,9326964,SETUBAL
Container,Container Terminal XXI,3.3,3.4,Tug,SUPPORTING VESSELS,3.0,9.8,9803821,SINES
Container,Container Terminal XXI,3.4,10.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,9525443,SINES
4,Oil and Products Terminal,2.9,41.7,Oil/Chemical Tanker,WET BULK,6.0,5.0,9263174,ANTWERP
Container,Container Terminal XXI,105.8,106.0,Container Ship,CONTAINER SHIPS,7229.0,17.6,9930064,TANJUNG PELEPAS
Container,Container Terminal XXI,0.7,0.8,Tug,SUPPORTING VESSELS,7.0,5.4,9803821,SINES
2,Oil and Products Terminal,0.9,28.0,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,5.9,9503512,SINES
Container,Container Terminal XXI,0.6,2.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.4,9525443,SINES
Container,Container Terminal XXI,14.7,14.9,Container Ship,CONTAINER SHIPS,1941.0,17.8,9282261,NEMRUT
Container,Container Terminal XXI,2.3,2.5,Tug,SUPPORTING VESSELS,2.0,6.0,9803821,SINES
2,Oil and Products Terminal,0.7,13.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES
Container,Container Terminal XXI,13.7,13.9,Oil Products Tanker,WET BULK,5.0,6.6,9428671,SETUBAL
5,Oil and Products Terminal,0.4,28.0,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,5.9,9503512,SINES
5,Oil and Products Terminal,0.5,13.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES
5,Oil and Products Terminal,56.4,56.8,Oil/Chemical Tanker,WET BULK,308.0,11.3,9457024,JORF LASFAR
Container,Container Terminal XXI,16.3,16.5,Container Ship,CONTAINER SHIPS,307.0,14.3,9232644,VIGO
Container,Container Terminal XXI,3.5,3.7,Tug,SUPPORTING VESSELS,4.0,6.5,9803821,SINES
Container,Container Terminal XXI,3.8,4.1,Tug,SUPPORTING VESSELS,3.0,4.9,9803821,SINES
Container,Container Terminal XXI,8.4,8.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.4,9525443,SINES
Container,Container Terminal XXI,11.7,11.9,Container Ship,CONTAINER SHIPS,1258.0,13.1,9313943,NAPOLI
5,Oil and Products Terminal,14.7,15.0,Oil/Chemical Tanker,WET BULK,313.0,12.0,9373230,LEIXOES
6,Oil and Products Terminal,9.8,10.2,Oil Products Tanker,WET BULK,5.0,6.3,9428671,SETUBAL
4,Oil and Products Terminal,38.5,41.7,Oil/Chemical Tanker,WET BULK,6.0,5.0,9263174,ANTWERP
Container,Container Terminal XXI,12.9,13.3,Container Ship,CONTAINER SHIPS,303.0,12.5,9246566,CASABLANCA
4,Oil and Products Terminal,1.2,13.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.6,9319179,SINES
Container,Container Terminal XXI,20.7,21.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.4,9525443,SINES
Container,Container Terminal XXI,21.2,21.5,Tug,SUPPORTING VESSELS,6.0,7.1,9803821,SINES
Container,Container Terminal XXI,21.2,21.5,Container Ship,CONTAINER SHIPS,314.0,8.8,9339272,ALGECIRAS
Container,Container Terminal XXI,3.1,4.1,Tug,SUPPORTING VESSELS,3.0,5.6,9803821,SINES
Container,Container Terminal XXI,3.9,4.2,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.1,9525443,SINES
Container,Container Terminal XXI,25.7,26.0,Container Ship,CONTAINER SHIPS,693.0,9.3,9695028,VALENCIA
Container,Container Terminal XXI,4.1,4.3,Oil Products Tanker,WET BULK,3.0,7.0,9428671,SINES
2,Oil and Products Terminal,1.4,39.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.6,9503512,SINES
2,Oil and Products Terminal,1.4,13.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.6,9319179,SINES
2,Oil and Products Terminal,46.5,46.9,Crude Oil Tanker,WET BULK,550.0,11.3,9533995,ARZEW
Container,Container Terminal XXI,7.3,7.7,Tug,SUPPORTING VESSELS,6.0,6.8,9803821,SINES
Container,Container Terminal XXI,14.9,15.4,Container Ship,CONTAINER SHIPS,1937.0,16.9,9295177,NEMRUT
Container,Container Terminal XXI,7.7,8.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9525443,SINES
Container,Container Terminal XXI,0.6,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,9525443,SINES
7,Oil and Products Terminal,9.4,10.1,Oil Products Tanker,WET BULK,4.0,7.4,9428671,SINES
6,Oil and Products Terminal,24.7,25.2,Oil/Chemical Tanker,WET BULK,151.0,9.1,9555084,SETUBAL
5,Oil and Products Terminal,16.2,16.7,Oil/Chemical Tanker,WET BULK,319.0,7.9,9405746,ALGECIRAS
Container,Container Terminal XXI,5.7,5.9,Oil Products Tanker,WET BULK,42.0,10.1,9428671,SETUBAL
4,Oil and Products Terminal,0.1,24.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9503512,SINES
4,Oil and Products Terminal,0.9,24.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.8,9319179,SINES ANCH
4,Oil and Products Terminal,38.0,38.6,Crude Oil Tanker,WET BULK,5264.0,11.4,9337391,SIKKA
Container,Container Terminal XXI,0.3,0.5,Tug,SUPPORTING VESSELS,4.0,5.7,9803821,SINES
Container,Container Terminal XXI,22.6,22.7,Container Ship,CONTAINER SHIPS,309.0,10.8,9308584,CASABLANCA
